code_insee;mediane_du_revenu_disponible_par_uc_2020;part_des_60-74_ans_2021;part_des_moins_de_15_ans_2021;part_des_15-29_ans_2021;part_des_30-44_ans_2021;part_des_45-59_ans_2021;nombre_grandes_surfaces_2023;nombre_de_superettes_et_epieries;nombre_boulangeries_et_patisseries;nombre_ecoles_primaires_maternelles_elementaires;nombre_de_colleges;nombre_de_lycees;nombre_de_medecins_generalistes;nombre_de_dentistes;nombre_de_pharmacies;taux_evolution;taux_evolution_due_solde_migratoire;taux_evolution_due_solde_naturel;nombre_d_equipements_sportifs;nombre_de_festivals
29055;22290;21.0;18.2;12.1;17.5;19.9;2;0;3;2;0;0;5;5;1;0.56;0.51;0.05;6;0.0
29072;21800;31.3;9.0;9.7;10.7;19.9;3;2;4;2;2;0;4;1;1;-0.14;1.37;-1.5;10;1.0
29081;20290;28.1;7.4;7.0;8.1;22.6;1;2;2;1;1;0;2;2;1;-1.49;1.38;-2.87;9;0.0
29103;22620;17.4;16.3;16.7;16.8;20.2;5;4;14;9;2;3;18;15;6;0.48;0.76;-0.28;41;3.0
29105;21250;16.1;18.8;16.2;18.3;20.4;8;3;10;4;2;3;10;11;3;0.21;0.26;-0.05;34;1.0
29117;22610;14.8;19.7;14.9;19.1;20.4;4;2;4;2;2;0;6;9;2;0.7;0.92;-0.22;18;0.0
29124;21720;17.6;15.7;16.7;16.3;20.9;4;1;7;4;2;3;7;8;2;0.2;0.75;-0.56;35;2.0
29135;24190;36.5;8.3;7.4;9.4;16.6;1;1;4;3;0;1;3;1;2;-0.07;1.14;-1.22;20;1.0
29158;21920;29.4;10.1;9.3;11.3;21.3;2;5;8;3;0;0;7;1;2;-1.02;0.28;-1.3;15;2.0
29160;23360;16.0;20.2;15.2;19.8;20.5;4;0;5;3;2;1;8;9;3;0.52;0.38;0.14;21;0.0
29162;20940;18.8;16.1;15.7;17.2;21.7;2;1;3;2;2;2;6;3;1;-0.62;0.17;-0.8;22;0.0
29163;21280;20.6;18.5;12.4;18.3;19.6;1;1;2;3;0;0;3;1;1;0.59;0.91;-0.33;16;0.0
29178;23220;20.2;17.7;12.7;17.2;20.3;4;1;3;5;2;0;12;7;3;0.14;0.66;-0.52;20;1.0
29195;22780;22.7;16.0;11.5;15.5;21.3;3;3;2;5;0;0;6;2;2;0.49;0.99;-0.5;16;0.0
29197;21890;30.8;10.1;9.5;11.0;19.4;2;0;4;1;1;0;1;1;2;-0.33;0.96;-1.29;12;0.0
29199;22370;20.0;19.8;12.9;17.3;20.5;2;2;2;4;0;1;3;3;1;-0.06;0.04;-0.1;19;0.0
29210;21480;15.9;19.8;15.2;17.8;20.4;1;0;2;1;0;0;3;0;1;0.32;0.43;-0.1;12;0.0
29217;21810;24.7;11.8;9.8;13.3;19.9;1;3;8;2;2;0;1;0;1;-0.06;1.53;-1.59;14;0.0
29220;21960;21.7;11.6;15.5;13.0;22.1;5;6;12;6;2;4;17;21;4;0.38;1.41;-1.03;28;3.0
29233;21740;19.0;16.9;15.0;17.7;19.9;6;8;10;8;4;4;16;15;6;0.4;0.89;-0.48;49;4.0
29241;20900;18.2;16.2;13.4;17.6;22.9;5;2;8;6;2;0;7;4;2;0.0;0.53;-0.53;22;1.0
29259;21440;23.2;13.7;13.6;13.9;21.4;6;0;6;4;2;2;8;6;2;0.39;1.51;-1.12;20;1.0
29260;24110;16.2;19.1;16.4;18.8;20.0;9;4;6;5;2;1;7;10;2;0.52;0.55;-0.03;34;0.0
29274;20720;21.5;15.2;11.7;16.3;21.9;1;3;3;3;1;0;3;2;1;-0.56;0.32;-0.88;17;0.0
29277;20850;17.1;18.9;13.4;19.0;21.4;0;2;2;2;1;0;4;1;1;0.43;0.88;-0.45;8;0.0
29284;23030;29.5;12.4;9.6;11.8;20.9;0;0;1;1;0;1;1;0;1;0.14;1.04;-0.9;7;2.0
29293;24040;26.6;13.6;10.6;13.6;21.4;2;4;5;4;0;0;6;2;3;0.02;0.52;-0.5;19;1.0
29302;20980;17.6;18.6;12.9;21.0;20.7;1;0;2;3;1;1;5;2;1;-1.22;-0.97;-0.24;24;0.0
2A041;20760;18.2;15.3;15.5;17.6;22.2;4;12;8;2;1;0;2;3;1;1.21;0.98;0.23;11;1.0
2A228;26900;19.4;17.9;11.9;19.6;18.9;0;4;2;1;0;0;1;2;1;3.63;3.66;-0.03;2;0.0
2A247;20160;16.4;16.7;15.9;20.1;22.2;9;22;25;8;2;1;13;25;4;-0.86;-1.46;0.6;22;4.0
2A249;18720;19.4;14.2;14.4;18.7;20.8;3;6;5;2;1;0;5;7;2;-0.29;-0.14;-0.15;10;1.0
2A272;19460;20.3;12.5;15.4;17.5;21.0;1;7;8;2;1;2;3;2;2;1.28;1.62;-0.35;9;1.0
2A348;22730;24.0;11.7;10.4;15.3;21.7;0;5;3;2;1;0;6;0;2;1.09;2.04;-0.95;6;1.0
2B050;19110;14.3;15.4;22.1;20.9;19.2;3;8;12;4;1;0;6;5;3;1.12;0.56;0.56;23;5.0
2B096;20590;11.3;9.9;43.4;13.6;13.2;2;9;17;4;1;1;9;5;3;0.72;0.9;-0.18;21;0.0
2B123;19200;16.3;16.1;15.9;20.1;21.4;3;5;4;2;0;0;3;3;2;0.48;0.39;0.09;10;0.0
2B134;18630;18.3;15.4;14.3;17.0;21.6;2;5;5;3;1;1;9;7;3;0.32;0.68;-0.36;11;2.0
2B152;21040;24.3;10.6;12.6;15.2;21.1;2;2;1;1;1;0;2;0;1;0.36;1.21;-0.85;5;0.0
2B298;21440;24.9;12.0;11.7;16.0;20.5;1;2;4;2;1;0;2;2;2;0.86;1.33;-0.47;9;1.0
30003;22170;21.6;15.3;12.4;15.9;22.8;5;11;11;2;1;0;9;5;3;0.59;0.64;-0.06;19;3.0
30010;19040;24.4;13.2;13.1;13.0;18.7;5;1;11;3;2;1;6;4;1;-0.67;0.39;-1.06;11;1.0
30012;22140;20.6;17.8;13.4;17.6;19.9;2;4;2;4;1;0;4;5;2;-0.1;-0.04;-0.06;18;0.0
30029;18940;27.4;12.9;9.7;12.7;21.1;1;1;4;2;0;0;3;2;1;0.37;1.43;-1.06;11;1.0
30032;17900;18.5;18.6;15.5;16.2;21.6;5;11;13;11;3;2;10;5;5;-0.43;-0.78;0.35;36;0.0
30034;21310;15.7;21.0;15.9;21.0;19.0;1;4;7;4;1;0;5;2;2;2.06;1.53;0.54;16;0.0
30062;23690;16.4;19.6;14.5;19.6;21.6;1;5;3;4;2;0;10;8;1;1.89;1.71;0.18;11;0.0
30132;15180;21.1;17.2;15.6;14.8;17.3;1;1;3;5;2;1;3;2;3;-0.79;-0.17;-0.62;16;2.0
30133;21150;30.6;8.5;9.3;10.5;19.6;4;21;22;4;1;0;8;7;4;0.01;1.06;-1.06;29;1.0
30202;19620;22.3;14.8;14.6;16.1;18.8;5;4;10;7;2;0;5;7;4;0.51;0.71;-0.2;20;5.0
30210;20340;21.6;16.2;11.8;17.6;22.5;2;2;5;2;1;0;9;5;2;1.25;1.37;-0.12;13;0.0
30212;18500;17.1;19.2;17.3;18.3;18.7;3;4;6;2;1;0;9;2;2;-0.47;-0.88;0.41;7;0.0
30221;20270;17.4;18.8;15.0;19.3;19.4;2;4;8;2;1;0;7;1;2;0.19;0.17;0.02;15;1.0
30227;17730;24.7;13.0;11.6;13.6;19.6;6;3;6;3;2;0;1;3;2;0.84;2.2;-1.36;16;2.0
30258;17980;18.0;18.3;17.8;16.9;19.5;5;13;6;9;1;0;8;7;5;0.95;0.53;0.42;25;1.0
30259;21810;21.6;16.7;13.1;16.1;20.8;0;3;4;3;0;0;4;1;2;1.69;1.83;-0.14;8;0.0
30263;18920;23.1;15.0;11.9;15.3;21.4;1;1;4;2;1;1;6;4;2;-0.82;-0.32;-0.51;9;0.0
30269;18270;20.3;13.0;12.7;15.2;22.7;1;2;5;2;1;1;5;2;1;-0.85;0.2;-1.04;18;0.0
30321;19170;17.7;18.7;16.5;17.4;19.5;4;10;8;3;2;1;10;8;4;0.98;1.05;-0.07;16;3.0
30341;19550;19.9;16.9;15.1;17.2;20.1;3;8;8;9;1;0;10;4;4;0.37;0.27;0.1;27;1.0
30350;17450;23.8;13.7;12.9;12.9;21.8;3;2;8;3;1;1;10;7;4;-0.83;0.52;-1.35;17;4.0
31020;19690;25.9;10.9;14.2;11.8;22.6;0;2;4;1;1;0;1;2;1;-0.22;0.31;-0.53;10;1.0
31028;20200;17.3;15.9;18.8;16.1;19.0;1;1;2;2;1;0;6;2;1;0.56;0.93;-0.37;11;0.0
31033;21430;16.3;17.9;16.1;17.9;21.0;7;4;10;6;1;0;10;9;3;1.22;1.24;-0.02;26;0.0
31042;20220;27.3;8.0;11.5;10.5;20.4;2;5;7;2;1;1;4;4;4;-1.69;-0.12;-1.57;13;0.0
31080;19090;22.5;12.0;12.3;12.1;18.3;2;1;3;3;2;1;5;2;1;0.65;2.42;-1.77;10;0.0
31098;22130;15.1;18.8;14.4;19.8;18.6;2;2;1;2;1;0;4;3;1;0.5;1.55;-1.05;14;0.0
31106;23550;16.5;17.8;15.1;18.9;23.3;1;2;2;2;1;0;4;5;2;0.43;0.38;0.04;8;0.0
31107;22010;17.4;17.2;14.1;17.4;22.7;5;2;7;3;1;0;11;7;2;0.7;1.04;-0.34;16;0.0
31135;19390;17.4;18.8;14.7;17.3;18.9;5;5;5;5;1;1;4;9;3;-0.29;0.1;-0.39;17;1.0
31202;24000;13.7;19.8;14.5;19.0;23.7;4;2;7;4;1;1;6;8;2;1.68;1.57;0.11;25;1.0
31232;23320;14.4;19.5;15.3;20.8;21.4;3;4;9;6;1;0;6;13;3;0.52;0.55;-0.03;19;0.0
31239;19020;23.9;11.8;11.5;11.2;20.1;1;2;4;2;1;0;5;2;1;-0.49;1.27;-1.76;6;0.0
31324;20590;18.3;16.8;14.1;16.1;20.5;2;2;3;2;0;0;3;4;1;0.49;0.86;-0.37;11;1.0
31396;23530;11.0;23.4;14.8;25.3;18.0;1;1;7;2;1;0;5;3;1;1.6;1.7;-0.1;13;0.0
31454;21780;16.9;17.5;14.1;17.6;22.4;2;1;6;2;1;1;7;2;1;0.45;0.87;-0.41;8;0.0
31503;19900;19.5;15.4;12.8;16.2;17.9;1;0;1;1;0;0;4;1;1;1.82;3.61;-1.79;4;0.0
31523;20260;22.2;9.9;12.3;12.7;22.0;1;1;4;1;1;0;6;3;1;-0.72;0.84;-1.56;13;0.0
31582;23080;14.2;20.3;14.4;20.8;19.5;5;3;8;4;1;1;9;7;3;2.33;2.58;-0.24;23;0.0
31584;21030;16.5;19.0;13.7;19.4;19.5;5;2;8;4;1;0;9;5;3;0.83;0.88;-0.06;25;1.0
32079;19280;28.0;12.3;9.4;13.2;22.0;0;1;1;1;0;0;1;0;1;-0.73;0.03;-0.75;13;0.0
32096;18630;26.2;11.0;9.3;12.8;22.0;1;1;6;2;0;0;9;0;1;0.01;1.25;-1.24;19;0.0
32106;21570;14.4;17.3;13.9;18.9;18.7;0;2;1;1;0;1;1;1;1;-0.02;2.05;-2.06;7;0.0
32107;19480;23.6;14.2;11.7;12.8;19.2;6;1;5;6;2;1;7;7;2;-0.58;0.32;-0.9;32;6.0
32119;19180;22.6;13.7;11.8;13.6;21.2;2;2;6;3;2;0;4;4;3;0.62;1.59;-0.97;23;2.0
32132;20230;23.4;12.5;13.2;13.2;19.4;6;1;5;4;2;0;4;5;4;-0.46;0.59;-1.05;18;2.0
32147;21580;17.0;15.7;13.0;17.4;19.6;2;3;10;3;1;0;7;7;2;0.45;1.14;-0.69;23;0.0
32160;24000;14.4;20.4;14.6;20.9;20.7;5;5;11;6;3;1;10;9;3;1.42;1.18;0.23;29;1.0
32208;20840;24.1;13.3;11.3;13.3;20.0;3;4;6;3;2;2;6;4;2;-0.09;1.45;-1.54;19;5.0
32213;21630;18.6;15.9;13.0;15.6;18.5;2;2;4;2;0;0;4;1;1;0.41;1.23;-0.82;10;0.0
32233;20180;27.0;9.7;9.5;11.7;18.9;1;2;2;2;1;0;2;1;1;-0.56;1.82;-2.37;9;1.0
32242;19620;21.1;9.9;18.7;11.9;19.2;1;1;5;2;2;2;5;1;1;0.07;1.96;-1.9;21;0.0
32249;20830;20.1;15.6;12.0;15.3;18.7;2;2;3;2;1;0;7;3;1;0.69;2.27;-1.59;16;0.0
32252;19060;26.3;10.6;11.9;10.5;22.2;0;1;1;1;1;0;3;1;1;-0.69;0.4;-1.1;11;1.0
32256;20210;21.5;12.2;15.0;13.2;19.1;2;4;7;3;1;2;5;4;2;-0.14;0.99;-1.13;22;3.0
32285;19790;23.7;14.0;10.9;12.8;22.4;0;1;0;1;0;0;1;0;1;-0.32;0.26;-0.58;6;1.0
32296;18700;19.4;13.9;16.6;12.2;17.2;3;1;4;2;1;2;3;3;1;1.47;2.82;-1.35;17;1.0
32319;20500;27.4;8.9;9.4;9.9;19.4;4;2;1;1;1;0;4;2;1;-0.75;1.59;-2.34;11;0.0
32344;19650;23.5;11.8;11.7;13.5;19.4;2;1;1;2;1;1;3;3;1;-0.69;0.88;-1.57;20;1.0
32370;20560;20.8;12.0;13.3;13.1;22.1;0;2;3;1;0;0;1;1;1;0.87;2.25;-1.38;10;0.0
32410;23280;22.3;15.6;11.5;16.5;18.7;2;1;5;3;1;1;7;6;2;0.36;1.06;-0.7;13;2.0
32426;21570;20.5;16.6;12.6;17.5;19.3;1;0;1;1;0;0;2;1;1;-0.02;0.17;-0.18;7;0.0
32459;19820;20.9;14.2;11.3;14.4;19.0;1;1;2;2;0;0;1;0;1;-0.06;0.43;-0.49;6;1.0
32462;20050;21.6;13.4;11.6;15.3;18.9;2;1;6;2;1;0;5;3;3;0.44;1.78;-1.34;13;3.0
33036;20910;20.8;13.6;14.9;14.1;20.7;6;3;7;2;1;3;10;8;2;0.23;1.08;-0.85;25;2.0
33042;22520;14.1;20.6;13.8;22.2;21.6;2;0;3;2;0;0;6;2;2;2.36;2.07;0.29;11;0.0
33058;19150;18.6;15.6;16.7;17.2;19.4;2;0;5;4;2;2;13;5;2;0.49;1.22;-0.73;17;2.0
33067;19930;17.3;18.0;15.1;19.8;19.1;1;1;5;1;1;0;6;2;1;0.5;0.82;-0.32;10;1.0
33081;19560;16.9;13.2;16.7;22.2;23.3;1;1;3;2;2;0;6;2;3;0.14;0.73;-0.59;13;1.0
33108;15640;17.8;18.3;15.0;15.8;17.7;3;0;6;2;1;0;2;3;4;1.1;1.43;-0.33;13;1.0
33138;19840;21.1;15.6;14.3;15.0;21.0;5;2;6;5;1;0;8;6;3;0.24;0.56;-0.32;14;0.0
33140;21650;17.2;17.4;15.8;17.6;21.5;3;1;4;3;1;0;38;11;2;1.07;1.1;-0.03;11;2.0
33227;19730;19.2;13.1;17.5;16.2;19.3;9;8;11;3;3;4;20;14;3;-0.1;0.52;-0.62;29;0.0
33240;19200;23.6;15.5;13.3;15.9;19.1;9;6;4;5;2;1;6;11;4;0.42;0.83;-0.41;21;0.0
33314;18910;18.3;19.0;14.8;17.1;19.8;3;2;10;4;2;4;6;2;2;0.8;1.04;-0.24;23;2.0
33327;21550;17.6;18.9;14.5;18.4;18.1;4;4;2;2;1;0;6;4;1;0.61;1.87;-1.26;14;1.0
33352;17280;16.4;17.3;16.4;17.3;21.6;5;4;4;1;1;1;9;2;3;0.87;1.37;-0.5;23;3.0
33366;21960;14.1;19.8;17.5;21.4;19.2;8;5;4;6;2;3;15;14;3;2.96;2.72;0.24;25;0.0
33389;20070;22.5;17.6;12.7;15.3;19.0;2;0;2;3;1;0;1;3;1;0.23;0.86;-0.63;9;1.0
33402;13940;17.0;19.4;16.7;14.8;14.6;0;2;7;2;2;2;2;4;2;1.34;3.65;-2.3;4;4.0
34028;18120;24.4;14.0;14.0;13.9;18.9;7;7;6;5;2;3;11;7;3;-0.53;0.3;-0.84;25;1.0
34069;20440;17.1;19.8;14.2;18.7;20.4;3;2;2;3;1;0;3;0;2;0.76;0.7;0.06;10;0.0
34079;18850;18.0;18.9;14.9;17.0;20.0;9;8;8;5;2;3;10;18;4;1.13;1.39;-0.27;18;1.0
34081;22180;23.0;14.4;12.3;15.2;23.0;5;2;6;1;0;0;1;3;1;2.0;2.46;-0.46;6;0.0
34101;20060;21.0;16.1;13.3;15.2;21.2;0;2;5;2;1;1;1;2;1;0.34;0.66;-0.32;17;0.0
34111;17090;20.2;14.5;13.3;14.6;17.3;2;2;5;2;2;1;17;7;3;0.14;1.51;-1.37;16;0.0
34114;21020;14.3;22.0;14.9;20.6;20.6;3;5;8;4;1;2;7;11;2;1.89;1.49;0.4;20;1.0
34142;17570;20.4;15.7;14.1;14.4;20.8;4;7;9;7;1;1;7;8;4;-0.27;0.38;-0.65;23;1.0
34143;21070;17.0;17.3;14.9;17.8;24.4;0;1;3;1;1;0;0;0;1;0.26;0.04;0.22;11;0.0
34147;21000;21.1;18.5;14.0;15.8;19.4;3;3;3;2;1;0;7;2;1;0.79;1.11;-0.33;12;1.0
34150;20180;29.1;12.0;10.7;12.4;20.0;2;17;13;3;1;0;12;3;3;-0.36;0.29;-0.65;17;0.0
34162;17860;20.3;20.5;12.5;16.7;18.0;0;4;5;3;1;0;4;0;2;0.69;0.84;-0.15;12;0.0
34189;18400;24.2;14.4;13.0;11.8;20.7;2;3;4;2;1;0;3;2;1;-1.05;-0.12;-0.92;13;0.0
34199;18130;22.4;13.6;14.2;13.4;20.5;6;8;24;5;1;4;19;15;4;-0.77;-0.17;-0.6;27;3.0
34239;21130;15.9;21.0;14.8;20.3;19.3;1;2;4;3;1;0;7;7;1;1.87;1.54;0.32;12;0.0
34245;19090;28.4;12.5;10.8;12.9;17.6;1;2;3;2;1;0;5;1;1;-0.2;1.11;-1.31;8;1.0
34284;17560;22.1;14.9;12.1;11.5;20.4;2;1;4;3;1;1;5;1;1;-1.43;0.05;-1.49;18;1.0
35004;20420;21.0;14.8;13.0;14.9;20.2;1;1;2;5;2;0;8;2;3;-0.57;0.49;-1.07;11;0.0
35012;22060;17.0;17.5;16.1;17.0;21.8;5;6;7;3;2;2;13;8;3;0.53;0.63;-0.1;12;2.0
35019;20360;20.7;16.9;10.9;16.5;21.2;0;1;2;2;0;0;3;0;1;0.63;1.38;-0.75;3;1.0
35023;24020;13.9;22.4;15.6;22.4;19.7;2;0;2;3;0;0;3;3;1;1.19;0.38;0.81;7;0.0
35037;23500;13.1;22.1;14.8;22.3;21.4;3;1;4;4;2;0;6;3;2;1.79;0.89;0.9;8;1.0
35049;24270;28.6;11.8;11.4;12.1;18.4;3;0;9;3;2;0;5;1;3;0.85;1.81;-0.96;11;2.0
35069;25940;13.6;22.1;15.2;20.9;22.1;3;2;9;5;2;0;7;11;2;1.6;1.07;0.53;21;3.0
35072;20980;17.2;19.8;15.6;19.2;19.6;0;1;2;2;0;0;1;0;1;0.01;-0.23;0.24;7;1.0
35085;21810;19.1;17.6;13.8;17.1;19.2;5;0;5;3;2;1;13;5;3;0.95;1.28;-0.34;17;1.0
35093;25220;28.5;8.9;11.5;10.5;17.5;3;7;16;5;1;1;14;9;6;0.47;1.68;-1.21;23;6.0
35095;20790;20.6;15.4;15.2;15.8;19.3;6;2;7;2;2;3;9;8;2;0.35;1.08;-0.72;12;1.0
35109;23360;14.9;20.5;17.4;18.8;20.1;0;2;2;2;0;0;1;2;1;0.61;0.41;0.21;4;0.0
35125;20520;18.5;15.1;16.4;13.2;17.9;3;2;6;3;2;2;6;2;2;0.26;1.16;-0.91;13;0.0
35126;24230;14.5;21.1;14.9;21.3;21.8;2;1;8;5;1;0;7;5;3;1.49;1.09;0.4;21;0.0
35136;22560;14.8;18.5;17.1;17.7;21.3;5;1;8;3;2;1;13;7;3;0.6;0.62;-0.02;13;1.0
35152;25060;15.0;21.7;15.1;20.1;20.3;4;3;4;3;2;1;13;8;3;2.42;2.24;0.18;24;1.0
35162;20100;22.7;16.1;11.8;13.3;19.5;2;0;4;2;0;0;1;1;2;-0.42;0.56;-0.98;9;1.0
35167;20250;18.9;18.6;13.1;15.8;19.0;1;0;2;2;1;0;2;1;1;0.02;0.67;-0.65;6;0.0
35168;20670;16.5;21.3;12.7;20.0;19.4;0;1;5;2;2;0;5;1;2;0.1;0.28;-0.17;10;1.0
35173;25900;13.5;21.5;15.3;21.9;19.3;5;3;3;3;1;0;6;6;2;2.9;2.32;0.58;13;2.0
35176;21590;16.0;19.9;14.9;20.0;20.8;3;2;5;4;1;1;4;5;2;0.75;0.69;0.06;14;1.0
35177;26730;12.7;20.5;17.7;21.3;23.7;6;1;6;3;1;0;5;1;1;0.94;-0.02;0.96;5;1.0
35184;22900;15.5;19.8;16.9;18.3;19.6;2;1;7;4;2;3;9;8;2;2.12;2.09;0.03;13;0.0
35188;23660;15.6;18.3;16.2;17.1;21.6;2;5;6;5;2;2;6;9;1;0.47;0.78;-0.31;19;0.0
35207;25660;14.2;18.2;18.2;19.6;21.3;2;1;3;3;1;0;6;6;2;0.83;0.43;0.4;17;0.0
35219;21060;16.5;20.0;15.0;18.5;20.6;1;2;3;2;1;0;1;2;1;0.76;0.88;-0.13;2;0.0
35222;20180;21.3;17.8;11.2;14.9;19.4;2;1;2;2;2;0;3;2;1;0.04;0.91;-0.87;6;0.0
35223;22010;16.0;19.5;14.5;18.9;19.5;2;3;2;3;1;0;7;3;1;0.83;0.92;-0.09;12;2.0
35227;24290;12.7;22.6;15.6;23.2;21.1;3;1;1;3;0;0;3;2;1;1.46;0.3;1.16;6;0.0
35228;22410;21.4;16.6;13.9;17.8;18.7;5;0;6;4;0;0;4;5;2;0.8;0.99;-0.19;11;0.0
35239;21370;13.8;22.1;13.0;19.8;18.1;2;2;4;2;1;0;4;4;2;1.04;1.22;-0.18;10;2.0
35251;23050;12.1;23.0;15.6;21.8;20.0;1;0;3;3;2;1;8;7;2;2.51;1.86;0.65;13;1.0
35253;23550;11.0;20.1;22.2;20.7;17.6;1;0;3;2;2;2;7;4;2;1.57;1.47;0.1;14;0.0
35257;21300;16.9;20.2;13.4;18.3;19.1;2;3;3;5;2;0;1;6;3;1.29;1.6;-0.3;10;0.0
35282;22340;12.2;23.9;13.9;24.1;18.3;0;2;3;4;0;0;0;0;0;0.58;-0.43;1;7;0.0
35284;24170;24.1;14.1;14.9;12.8;24.3;3;1;2;3;0;0;4;2;1;1.35;1.34;0.01;7;0.0
35297;20900;18.1;16.7;15.3;15.5;18.2;4;3;5;2;2;2;8;5;2;-0.03;0.98;-1.01;11;0.0
35308;21230;15.2;20.4;15.0;20.8;20.1;1;1;3;4;0;0;3;1;1;0.7;0.39;0.31;10;1.0
35337;22850;13.4;20.9;15.3;19.9;19.8;1;1;2;2;2;2;7;2;1;1.75;1.69;0.06;21;1.0
36001;19430;28.1;9.2;9.0;11.4;19.4;1;1;2;2;1;0;2;0;2;-1.17;1;-2.17;9;0.0
36005;22900;21.2;15.7;13.9;16.5;21.9;1;1;2;3;1;0;1;1;1;-0.41;-0.33;-0.08;11;0.0
36006;20130;21.8;12.8;15.0;14.5;20.1;3;3;7;4;1;2;7;6;3;-0.36;0.75;-1.11;31;4.0
36018;20000;22.2;13.9;14.2;13.8;19.3;4;4;7;4;2;1;6;4;4;-0.96;0.05;-1.01;49;2.0
36031;20270;19.7;15.2;12.9;14.7;20.4;2;1;4;3;2;0;2;3;1;0.12;1.12;-1.01;23;1.0
36034;21040;22.8;14.6;12.6;14.2;18.6;1;2;3;3;1;0;3;2;1;0.16;1.04;-0.87;15;0.0
36045;19860;27.2;8.2;9.3;9.5;19.5;2;3;2;2;1;0;3;0;2;-2.49;-0.22;-2.28;13;0.0
36046;20030;22.8;11.4;12.6;12.0;18.0;3;3;5;4;1;1;6;5;3;-0.88;0.62;-1.5;15;0.0
36063;21730;20.5;15.3;15.2;15.2;22.1;2;4;5;6;1;0;4;2;3;0.06;0.19;-0.14;31;0.0
36093;21060;22.0;15.1;11.8;15.5;18.1;2;1;3;3;1;0;3;1;1;-0.79;0.3;-1.09;12;2.0
36141;20350;23.0;16.9;10.8;16.3;19.8;1;2;1;2;1;0;5;1;1;-0.12;0.35;-0.47;11;1.0
36192;19830;21.3;13.0;11.9;13.0;18.5;1;1;3;2;1;0;3;1;1;-0.95;1.36;-2.3;14;0.0
36208;20280;27.0;11.4;9.5;11.4;14.8;1;0;0;1;1;0;2;1;1;-0.42;3.14;-3.56;8;2.0
36228;20790;28.2;9.8;11.1;11.1;18.2;2;1;4;2;1;0;2;1;2;-1.28;0.81;-2.08;10;1.0
36230;20730;18.7;14.3;12.8;14.9;21.1;1;1;3;3;1;0;2;1;1;-1.02;0.37;-1.39;9;1.0
36241;21140;16.5;17.1;13.8;18.6;21.0;0;2;3;3;0;0;3;1;1;-0.6;-0.46;-0.14;7;2.0
37020;20950;24.4;12.6;14.3;13.2;20.9;0;0;1;2;0;0;1;0;0;-0.36;-0.16;-0.2;5;4.0
37027;22570;18.8;15.0;13.5;15.8;20.2;7;1;5;3;1;0;5;2;2;-0.1;0.7;-0.8;22;0.0
37031;22170;21.3;15.2;13.4;14.2;19.3;4;1;3;3;2;1;2;1;2;-0.73;0.26;-0.99;14;0.0
37062;19670;18.7;17.6;11.7;14.8;16.9;1;1;1;3;1;0;4;2;2;-0.47;1.13;-1.59;11;1.0
37063;19380;21.5;14.8;15.1;14.6;20.5;4;1;5;4;1;1;14;3;3;-1.05;-0.92;-0.13;25;2.0
37091;23250;21.5;18.2;13.2;17.4;19.9;0;1;0;2;0;1;5;1;1;1.91;1.43;0.48;7;0.0
37115;19700;25.0;12.2;10.0;11.9;20.8;1;4;5;4;1;0;5;2;2;-1.47;-0.86;-0.61;20;0.0
37119;19750;24.4;14.5;11.6;11.6;16.8;2;2;2;2;1;0;7;0;1;-0.39;1.45;-1.84;8;0.0
37123;21050;19.4;17.0;13.2;16.5;20.6;2;3;5;2;1;0;7;2;2;-0.96;-0.87;-0.09;21;1.0
37130;20070;20.7;13.5;12.0;13.0;19.6;1;1;2;2;1;0;6;3;1;-0.83;1.15;-1.99;10;1.0
37132;20740;22.7;12.6;13.6;14.0;18.3;7;3;6;5;2;4;10;7;4;-0.32;0.77;-1.08;19;1.0
37167;21530;16.1;21.1;16.0;19.3;19.2;2;1;1;3;1;0;3;1;1;1.74;1.44;0.3;6;0.0
37189;18900;25.6;9.5;8.2;10.1;17.0;1;2;1;2;2;0;1;1;1;0.02;2.96;-2.94;10;0.0
37196;19160;26.2;11.3;10.2;10.9;18.9;1;0;3;3;2;0;1;3;2;-1.47;0.07;-1.54;12;2.0
37225;23630;17.4;21.1;13.2;20.2;20.3;0;1;2;2;0;0;4;0;1;0.08;-0.44;0.52;6;0.0
37226;20900;20.4;15.2;12.2;15.9;18.4;5;2;4;3;1;0;8;4;2;-0.81;0.38;-1.19;15;0.0
38034;19640;17.6;17.7;15.3;16.8;17.4;3;4;4;3;2;0;4;4;2;0.38;0.75;-0.37;12;2.0
38052;22580;19.4;15.8;11.2;15.6;24.2;3;2;5;2;1;0;4;3;2;-0.93;-0.03;-0.9;10;0.0
38087;21980;12.0;23.2;18.0;20.6;19.1;3;0;6;4;0;0;3;1;2;1.25;0.38;0.87;12;0.0
38130;20610;18.3;14.3;20.4;15.1;18.6;5;1;4;2;2;5;11;9;3;0.21;0.81;-0.6;20;1.0
38138;23540;16.8;16.3;17.3;19.6;20.6;1;3;6;3;1;0;5;4;2;0.88;1.13;-0.25;18;0.0
38226;20450;21.9;14.1;9.8;15.6;18.7;0;4;3;3;1;0;4;1;1;0.48;2.32;-1.84;7;0.0
38269;20720;21.4;15.7;13.7;16.2;17.7;6;5;10;5;2;2;11;3;3;-0.25;0.56;-0.81;16;0.0
38314;22720;15.5;18.6;16.4;19.0;20.5;3;2;6;4;1;1;11;6;2;0.24;-0.32;0.55;14;0.0
