Code;Libellé;Aires d'attraction des villes 2020;insee_com;lib_com;Proximité
71342;Paray-le-Monial;T01_10;71342;Paray-le-Monial;1.0
71350;Pierreclos;T02_20;71350;Pierreclos;2.0
71351;Pierre-de-Bresse;T00_30;71351;Pierre-de-Bresse;4.0
71394;Saint-Bonnet-de-Joux;T00_30;71394;Saint-Bonnet-de-Joux;4.0
71512;Sennecey-le-Grand;T02_20;71512;Sennecey-le-Grand;2.0
71543;Tournus;T01_10;71543;Tournus;1.0
71545;Tramayes;T02_20;71545;Tramayes;2.0
71566;Verdun-sur-le-Doubs;T02_20;71566;Verdun-sur-le-Doubs;2.0
72023;Ballon-Saint Mars;T03_20;72023;Ballon-Saint Mars;
72029;Beaumont-sur-Sarthe;T03_20;72029;Beaumont-sur-Sarthe;
72035;Bessé-sur-Braye;T00_30;72035;Bessé-sur-Braye;4.0
72039;Bonnétable;T00_30;72039;Bonnétable;4.0
72042;Bouloire;T03_20;72042;Bouloire;
72050;Brûlon;T00_30;72050;Brûlon;4.0
72068;La Chartre-sur-le-Loir;T00_30;72068;La Chartre-sur-le-Loir;4.0
72071;Montval-sur-Loir;T01_10;72071;Montval-sur-Loir;1.0
72090;Connerré;T03_20;72090;Connerré;
72124;Écommoy;T03_20;72124;Écommoy;
72132;La Ferté-Bernard;T01_10;72132;La Ferté-Bernard;1.0
72138;Fresnay-sur-Sarthe;T02_20;72138;Fresnay-sur-Sarthe;2.0
72143;Le Grand-Lucé;T03_20;72143;Le Grand-Lucé;
72168;Loué;T00_30;72168;Loué;4.0
72176;Le Lude;T01_10;72176;Le Lude;1.0
72179;Malicorne-sur-Sarthe;T01_20;72179;Malicorne-sur-Sarthe;1.0
72180;Mamers;T01_10;72180;Mamers;1.0
72189;Marolles-les-Braults;T00_30;72189;Marolles-les-Braults;4.0
72191;Mayet;T03_20;72191;Mayet;
72205;Montbizot;T03_20;72205;Montbizot;
72223;Noyen-sur-Sarthe;T01_20;72223;Noyen-sur-Sarthe;1.0
72231;Parigné-l'Évêque;T03_20;72231;Parigné-l'Évêque;
72241;Montfort-le-Gesnois;T03_20;72241;Montfort-le-Gesnois;
72269;Saint-Calais;T01_10;72269;Saint-Calais;1.0
72276;Saint-Cosme-en-Vairais;T00_30;72276;Saint-Cosme-en-Vairais;4.0
72289;Sainte-Jamme-sur-Sarthe;T03_20;72289;Sainte-Jamme-sur-Sarthe;
72329;Savigné-l'Évêque;T03_20;72329;Savigné-l'Évêque;
72334;Sillé-le-Guillaume;T01_10;72334;Sillé-le-Guillaume;1.0
72363;Tuffé Val de la Chéronne;T01_20;72363;Tuffé Val de la Chéronne;1.0
72373;Vibraye;T01_20;72373;Vibraye;1.0
73010;Entrelacs;T03_20;73010;Entrelacs;
73011;Albertville;T02_10;73011;Albertville;2.0
73054;Bourg-Saint-Maurice;T01_10;73054;Bourg-Saint-Maurice;1.0
73105;Les Échelles;T03_20;73105;Les Échelles;
73117;Fourneaux;T01_10;73117;Fourneaux;1.0
73157;Modane;T01_10;73157;Modane;1.0
73171;Montmélian;T03_20;73171;Montmélian;
73181;Moûtiers;T01_10;73181;Moûtiers;1.0
73204;Le Pont-de-Beauvoisin;T01_10;73204;Le Pont-de-Beauvoisin;1.0
73215;Valgelon-La Rochette;T01_10;73215;Valgelon-La Rochette;1.0
73236;Saint-Genix-les-Villages;T03_20;73236;Saint-Genix-les-Villages;
73248;Saint-Jean-de-Maurienne;T01_10;73248;Saint-Jean-de-Maurienne;1.0
73270;Saint-Pierre-d'Albigny;T03_20;73270;Saint-Pierre-d'Albigny;
73303;Ugine;T02_20;73303;Ugine;2.0
74002;Alby-sur-Chéran;T03_20;74002;Alby-sur-Chéran;
74026;La Balme-de-Sillingy;T03_20;74026;La Balme-de-Sillingy;
74042;Bonneville;T45_20;74042;Bonneville;3.0
74043;Bons-en-Chablais;T45_20;74043;Bons-en-Chablais;3.0
74056;Chamonix-Mont-Blanc;T01_10;74056;Chamonix-Mont-Blanc;1.0
74081;Cluses;T02_10;74081;Cluses;2.0
74096;Cruseilles;T45_20;74096;Cruseilles;3.0
74119;Évian-les-Bains;T03_20;74119;Évian-les-Bains;
74123;Faverges-Seythenex;T03_20;74123;Faverges-Seythenex;
74137;Groisy;T03_20;74137;Groisy;
74164;Marignier;T02_20;74164;Marignier;2.0
74169;Marnaz;T02_20;74169;Marnaz;2.0
74224;La Roche-sur-Foron;T45_20;74224;La Roche-sur-Foron;3.0
74241;Saint-Jeoire;T45_20;74241;Saint-Jeoire;3.0
74256;Sallanches;T01_10;74256;Sallanches;1.0
74264;Scionzier;T02_10;74264;Scionzier;2.0
74276;Taninges;T02_20;74276;Taninges;2.0
74280;Thônes;T03_20;74280;Thônes;
74282;Fillière;T03_20;74282;Fillière;
74311;Viuz-en-Sallaz;T45_20;74311;Viuz-en-Sallaz;3.0
76034;Val-de-Scie;T03_20;76034;Val-de-Scie;
76035;Aumale;T00_30;76035;Aumale;4.0
76051;Bacqueville-en-Caux;T02_20;76051;Bacqueville-en-Caux;2.0
76057;Barentin;T03_20;76057;Barentin;
76114;Bolbec;T03_20;76114;Bolbec;
76159;Cany-Barville;T01_10;76159;Cany-Barville;1.0
76164;Rives-en-Seine;T00_30;76164;Rives-en-Seine;4.0
76196;Criquetot-l'Esneval;T03_20;76196;Criquetot-l'Esneval;
76219;Doudeville;T00_30;76219;Doudeville;4.0
76222;Duclair;T03_20;76222;Duclair;
76254;Étretat;T03_20;76254;Étretat;
76255;Eu;T01_10;76255;Eu;1.0
76258;Terres-de-Caux;T00_30;76258;Terres-de-Caux;4.0
76276;Forges-les-Eaux;T01_10;76276;Forges-les-Eaux;1.0
76302;Goderville;T03_20;76302;Goderville;
76312;Gournay-en-Bray;T01_10;76312;Gournay-en-Bray;1.0
76329;Gruchet-le-Valasse;T03_20;76329;Gruchet-le-Valasse;
76392;Londinières;T00_30;76392;Londinières;4.0
76400;Luneray;T01_10;76400;Luneray;1.0
76462;Neufchâtel-en-Bray;T01_10;76462;Neufchâtel-en-Bray;1.0
76495;Pavilly;T03_20;76495;Pavilly;
76647;Saint-Romain-de-Colbosc;T03_20;76647;Saint-Romain-de-Colbosc;
76648;Saint-Saëns;T03_20;76648;Saint-Saëns;
76655;Saint-Valery-en-Caux;T01_10;76655;Saint-Valery-en-Caux;1.0
76700;Tôtes;T03_20;76700;Tôtes;
76709;Le Trait;T03_20;76709;Le Trait;
76711;Le Tréport;T01_10;76711;Le Tréport;1.0
76752;Yerville;T03_20;76752;Yerville;
76758;Yvetot;T01_10;76758;Yvetot;1.0
77051;Bray-sur-Seine;T45_20;77051;Bray-sur-Seine;3.0
77053;Brie-Comte-Robert;T45_20;77053;Brie-Comte-Robert;3.0
77079;Champagne-sur-Seine;T45_20;77079;Champagne-sur-Seine;3.0
77100;Le Châtelet-en-Brie;T45_20;77100;Le Châtelet-en-Brie;3.0
77142;Crécy-la-Chapelle;T45_20;77142;Crécy-la-Chapelle;3.0
77159;Donnemarie-Dontilly;T45_20;77159;Donnemarie-Dontilly;3.0
77182;La Ferté-Gaucher;T45_20;77182;La Ferté-Gaucher;3.0
77183;La Ferté-sous-Jouarre;T45_20;77183;La Ferté-sous-Jouarre;3.0
77296;Moissy-Cramayel;T45_20;77296;Moissy-Cramayel;3.0
77316;Moret-Loing-et-Orvanne;T45_20;77316;Moret-Loing-et-Orvanne;3.0
77327;Nangis;T45_20;77327;Nangis;3.0
77379;Provins;T45_20;77379;Provins;3.0
77385;Rebais;T45_20;77385;Rebais;3.0
77458;Souppes-sur-Loing;T45_20;77458;Souppes-sur-Loing;3.0
77475;Trilport;T45_20;77475;Trilport;3.0
78003;Ablis;T45_20;78003;Ablis;3.0
78062;Beynes;T45_20;78062;Beynes;3.0
78089;Bonnières-sur-Seine;T45_20;78089;Bonnières-sur-Seine;3.0
78217;Épône;T45_20;78217;Épône;3.0
78255;Freneuse;T45_20;78255;Freneuse;3.0
78310;Houdan;T45_20;78310;Houdan;3.0
78321;Jouars-Pontchartrain;T45_20;78321;Jouars-Pontchartrain;3.0
78380;Maule;T45_20;78380;Maule;3.0
78402;Mézières-sur-Seine;T45_20;78402;Mézières-sur-Seine;3.0
78531;Rosny-sur-Seine;T45_20;78531;Rosny-sur-Seine;3.0
78537;Saint-Arnoult-en-Yvelines;T45_20;78537;Saint-Arnoult-en-Yvelines;3.0
79005;Airvault;T00_30;79005;Airvault;4.0
79013;Argentonnay;T01_20;79013;Argentonnay;1.0
79057;Brioux-sur-Boutonne;T00_30;79057;Brioux-sur-Boutonne;4.0
79062;Cerizay;T01_10;79062;Cerizay;1.0
79079;Mauléon;T02_20;79079;Mauléon;2.0
79083;Chef-Boutonne;T00_30;79083;Chef-Boutonne;4.0
79101;Coulonges-sur-l'Autize;T02_20;79101;Coulonges-sur-l'Autize;2.0
79148;Lezay;T00_30;79148;Lezay;4.0
79170;Mauzé-sur-le-Mignon;T02_20;79170;Mauzé-sur-le-Mignon;2.0
79174;Melle;T01_10;79174;Melle;1.0
79179;Moncoutant-sur-Sèvre;T00_30;79179;Moncoutant-sur-Sèvre;4.0
79195;Nueil-les-Aubiers;T01_10;79195;Nueil-les-Aubiers;1.0
79202;Parthenay;T01_10;79202;Parthenay;1.0
79270;Saint-Maixent-l'École;T01_10;79270;Saint-Maixent-l'École;1.0
79299;Saint-Varent;T01_20;79299;Saint-Varent;1.0
79307;Sauzé-Vaussais;T00_30;79307;Sauzé-Vaussais;4.0
79311;Secondigny;T00_30;79311;Secondigny;4.0
79329;Thouars;T01_10;79329;Thouars;1.0
80010;Ailly-sur-Noye;T03_20;80010;Ailly-sur-Noye;
80013;Airaines;T03_20;80013;Airaines;
80182;Cayeux-sur-Mer;T00_30;80182;Cayeux-sur-Mer;4.0
80186;Chaulnes;T01_10;80186;Chaulnes;1.0
80211;Conty;T03_20;80211;Conty;
80212;Corbie;T03_20;80212;Corbie;
80222;Crécy-en-Ponthieu;T02_20;80222;Crécy-en-Ponthieu;2.0
80253;Doullens;T03_20;80253;Doullens;
80318;Flixecourt;T03_20;80318;Flixecourt;
80368;Friville-Escarbotin;T01_10;80368;Friville-Escarbotin;1.0
80410;Ham;T01_10;80410;Ham;1.0
80570;Moreuil;T03_20;80570;Moreuil;
80585;Nesle;T00_30;80585;Nesle;4.0
80606;Oisemont;T00_30;80606;Oisemont;4.0
80620;Péronne;T01_10;80620;Péronne;1.0
80630;Poix-de-Picardie;T03_20;80630;Poix-de-Picardie;
80680;Rosières-en-Santerre;T00_30;80680;Rosières-en-Santerre;4.0
80685;Roye;T01_10;80685;Roye;1.0
80688;Rue;T00_30;80688;Rue;4.0
80721;Saint-Valery-sur-Somme;T00_30;80721;Saint-Valery-sur-Somme;4.0
81003;Alban;T00_30;81003;Alban;4.0
81033;Blaye-les-Mines;T02_20;81033;Blaye-les-Mines;2.0
81037;Brassac;T00_30;81037;Brassac;4.0
81060;Carmaux;T02_20;81060;Carmaux;2.0
81069;Cordes-sur-Ciel;T00_30;81069;Cordes-sur-Ciel;4.0
81099;Gaillac;T01_10;81099;Gaillac;1.0
81105;Graulhet;T01_10;81105;Graulhet;1.0
81124;Lacaune;T01_10;81124;Lacaune;1.0
81140;Lavaur;T45_20;81140;Lavaur;3.0
81145;Lisle-sur-Tarn;T45_20;81145;Lisle-sur-Tarn;3.0
81192;Murat-sur-Vèbre;T01_20;81192;Murat-sur-Vèbre;1.0
81219;Puylaurens;T00_30;81219;Puylaurens;4.0
81220;Rabastens;T45_20;81220;Rabastens;3.0
81222;Réalmont;T02_20;81222;Réalmont;2.0
81271;Saint-Sulpice-la-Pointe;T45_20;81271;Saint-Sulpice-la-Pointe;3.0
82013;Beaumont-de-Lomagne;T01_10;82013;Beaumont-de-Lomagne;1.0
82022;Bourg-de-Visa;T00_30;82022;Bourg-de-Visa;4.0
82037;Caussade;T02_20;82037;Caussade;2.0
82038;Caylus;T00_30;82038;Caylus;4.0
82042;Cazes-Mondenard;T00_30;82042;Cazes-Mondenard;4.0
82087;Lafrançaise;T02_20;82087;Lafrançaise;2.0
82094;Lauzerte;T00_30;82094;Lauzerte;4.0
82097;Lavit;T00_30;82097;Lavit;4.0
82112;Moissac;T01_10;82112;Moissac;1.0
82115;Monclar-de-Quercy;T02_20;82115;Monclar-de-Quercy;2.0
82117;Montaigu-de-Quercy;T00_30;82117;Montaigu-de-Quercy;4.0
82134;Nègrepelisse;T02_20;82134;Nègrepelisse;2.0
82151;Roquecor;T00_30;82151;Roquecor;4.0
82155;Saint-Antonin-Noble-Val;T00_30;82155;Saint-Antonin-Noble-Val;4.0
82186;Valence;T01_10;82186;Valence;1.0
83004;Les Arcs;T02_20;83004;Les Arcs;2.0
83007;Aups;T00_30;83007;Aups;4.0
83012;Barjols;T00_30;83012;Barjols;4.0
83016;Le Beausset;T03_20;83016;Le Beausset;
83031;Le Cannet-des-Maures;T01_10;83031;Le Cannet-des-Maures;1.0
83042;Cogolin;T01_10;83042;Cogolin;1.0
83071;La Londe-les-Maures;T01_10;83071;La Londe-les-Maures;1.0
83072;Lorgues;T02_20;83072;Lorgues;2.0
83073;Le Luc;T01_10;83073;Le Luc;1.0
83086;Le Muy;T02_20;83086;Le Muy;2.0
83107;Roquebrune-sur-Argens;T02_20;83107;Roquebrune-sur-Argens;2.0
83116;Saint-Maximin-la-Sainte-Baume;T45_20;83116;Saint-Maximin-la-Sainte-Baume;3.0
83121;Salernes;T00_30;83121;Salernes;4.0
84003;Apt;T01_10;84003;Apt;1.0
84004;Aubignan;T02_20;84004;Aubignan;2.0
84019;Bollène;T01_10;84019;Bollène;1.0
84026;Cadenet;T45_20;84026;Cadenet;3.0
84054;L'Isle-sur-la-Sorgue;T01_10;84054;L'Isle-sur-la-Sorgue;1.0
84069;Malaucène;T01_20;84069;Malaucène;1.0
84072;Mazan;T02_20;84072;Mazan;2.0
84076;Mirabeau;T45_20;84076;Mirabeau;3.0
84080;Monteux;T03_20;84080;Monteux;
84088;Pernes-les-Fontaines;T03_20;84088;Pernes-les-Fontaines;
84123;Sault;T00_30;84123;Sault;4.0
84129;Sorgues;T03_20;84129;Sorgues;
84133;La Tour-d'Aigues;T45_20;84133;La Tour-d'Aigues;3.0
84137;Vaison-la-Romaine;T01_10;84137;Vaison-la-Romaine;1.0
84138;Valréas;T01_10;84138;Valréas;1.0
85003;Aizenay;T02_20;85003;Aizenay;2.0
85018;Beauvoir-sur-Mer;T00_30;85018;Beauvoir-sur-Mer;4.0
85020;Benet;T02_20;85020;Benet;2.0
85047;Challans;T01_10;85047;Challans;1.0
85051;Chantonnay;T01_10;85051;Chantonnay;1.0
85059;La Châtaigneraie;T01_10;85059;La Châtaigneraie;1.0
85065;Chavagnes-en-Paillers;T01_20;85065;Chavagnes-en-Paillers;1.0
85070;Coëx;T01_20;85070;Coëx;1.0
85109;Les Herbiers;T02_10;85109;Les Herbiers;2.0
85113;L'Île-d'Yeu;T01_10;85113;L'Île-d'Yeu;1.0
85128;Luçon;T01_10;85128;Luçon;1.0
85135;Mareuil-sur-Lay-Dissais;T02_20;85135;Mareuil-sur-Lay-Dissais;2.0
85151;Mortagne-sur-Sèvre;T02_20;85151;Mortagne-sur-Sèvre;2.0
85152;Les Achards;T02_20;85152;Les Achards;2.0
85154;Mouilleron-Saint-Germain;T00_30;85154;Mouilleron-Saint-Germain;4.0
85156;Moutiers-les-Mauxfaits;T02_20;85156;Moutiers-les-Mauxfaits;2.0
85182;Pouzauges;T01_10;85182;Pouzauges;1.0
85215;Saint-Fulgent;T01_10;85215;Saint-Fulgent;1.0
85222;Saint-Gilles-Croix-de-Vie;T01_10;85222;Saint-Gilles-Croix-de-Vie;1.0
85226;Saint-Hilaire-de-Riez;T01_10;85226;Saint-Hilaire-de-Riez;1.0
85288;Talmont-Saint-Hilaire;T02_20;85288;Talmont-Saint-Hilaire;2.0
86070;Chauvigny;T03_20;86070;Chauvigny;
86078;Civray;T00_30;86078;Civray;4.0
86082;Valence-en-Poitou;T03_20;86082;Valence-en-Poitou;
86092;Dangé-Saint-Romain;T02_20;86092;Dangé-Saint-Romain;2.0
86103;Gençay;T03_20;86103;Gençay;
86112;L'Isle-Jourdain;T00_30;86112;L'Isle-Jourdain;4.0
86128;Lencloître;T02_20;86128;Lencloître;2.0
86137;Loudun;T01_10;86137;Loudun;1.0
86139;Lusignan;T03_20;86139;Lusignan;
86140;Lussac-les-Châteaux;T00_30;86140;Lussac-les-Châteaux;4.0
86160;Mirebeau;T00_30;86160;Mirebeau;4.0
86165;Montmorillon;T01_10;86165;Montmorillon;1.0
86193;Pleumartin;T02_20;86193;Pleumartin;2.0
86207;La Roche-Posay;T02_20;86207;La Roche-Posay;2.0
87011;Bellac;T01_10;87011;Bellac;1.0
87032;Châlus;T03_20;87032;Châlus;
87040;Châteauneuf-la-Forêt;T03_20;87040;Châteauneuf-la-Forêt;
87041;Châteauponsac;T03_20;87041;Châteauponsac;
87059;Le Dorat;T00_30;87059;Le Dorat;4.0
87064;Eymoutiers;T00_30;87064;Eymoutiers;4.0
87106;Nexon;T03_20;87106;Nexon;
87126;Rochechouart;T00_30;87126;Rochechouart;4.0
87154;Saint-Junien;T03_20;87154;Saint-Junien;
87161;Saint-Léonard-de-Noblat;T03_20;87161;Saint-Léonard-de-Noblat;
87187;Saint-Yrieix-la-Perche;T01_10;87187;Saint-Yrieix-la-Perche;1.0
88029;La Vôge-les-Bains;T00_30;88029;La Vôge-les-Bains;4.0
88078;Bruyères;T01_10;88078;Bruyères;1.0
88090;Charmes;T01_10;88090;Charmes;1.0
88095;Châtenois;T01_20;88095;Châtenois;1.0
88114;Contrexéville;T01_10;88114;Contrexéville;1.0
88124;Darney;T00_30;88124;Darney;4.0
88181;Fraize;T02_20;88181;Fraize;2.0
88258;Lamarche;T01_20;88258;Lamarche;1.0
88304;Mirecourt;T01_10;88304;Mirecourt;1.0
88310;Monthureux-sur-Saône;T00_30;88310;Monthureux-sur-Saône;4.0
88321;Neufchâteau;T01_10;88321;Neufchâteau;1.0
88349;Plainfaing;T00_30;88349;Plainfaing;4.0
88351;Plombières-les-Bains;T00_30;88351;Plombières-les-Bains;4.0
88367;Rambervillers;T01_10;88367;Rambervillers;1.0
88372;Raon-l'Étape;T02_20;88372;Raon-l'Étape;2.0
88383;Remiremont;T01_10;88383;Remiremont;1.0
88487;Le Val-d'Ajol;T00_30;88487;Le Val-d'Ajol;4.0
88516;Vittel;T01_10;88516;Vittel;1.0
88530;Xertigny;T02_20;88530;Xertigny;2.0
89025;Avallon;T01_10;89025;Avallon;1.0
89046;Bléneau;T00_30;89046;Bléneau;4.0
89073;Champignelles;T00_30;89073;Champignelles;4.0
89086;Charny Orée de Puisaye;T00_30;89086;Charny Orée de Puisaye;4.0
89125;Courson-les-Carrières;T02_20;89125;Courson-les-Carrières;2.0
89206;Joigny;T01_10;89206;Joigny;1.0
89257;Migennes;T01_10;89257;Migennes;1.0
89344;Saint-Fargeau;T00_30;89344;Saint-Fargeau;4.0
89345;Saint-Florentin;T01_10;89345;Saint-Florentin;1.0
89368;Saint-Sauveur-en-Puisaye;T00_30;89368;Saint-Sauveur-en-Puisaye;4.0
89418;Tonnerre;T01_10;89418;Tonnerre;1.0
89419;Toucy;T02_20;89419;Toucy;2.0
89461;Villeneuve-l'Archevêque;T02_20;89461;Villeneuve-l'Archevêque;2.0
90009;Beaucourt;T02_20;90009;Beaucourt;2.0
90033;Delle;T01_10;90033;Delle;1.0
90052;Giromagny;T02_20;90052;Giromagny;2.0
90053;Grandvillars;T01_10;90053;Grandvillars;1.0
91016;Angerville;T45_20;91016;Angerville;3.0
91045;Ballancourt-sur-Essonne;T45_20;91045;Ballancourt-sur-Essonne;3.0
91105;Breuillet;T45_20;91105;Breuillet;3.0
91111;Briis-sous-Forges;T45_20;91111;Briis-sous-Forges;3.0
91200;Dourdan;T45_20;91200;Dourdan;3.0
91232;La Ferté-Alais;T45_20;91232;La Ferté-Alais;3.0
91338;Limours;T45_20;91338;Limours;3.0
91359;Maisse;T45_20;91359;Maisse;3.0
91405;Milly-la-Forêt;T45_20;91405;Milly-la-Forêt;3.0
95250;Fosses;T45_20;95250;Fosses;3.0
95351;Louvres;T45_20;95351;Louvres;3.0
95355;Magny-en-Vexin;T45_20;95355;Magny-en-Vexin;3.0
95370;Marines;T45_20;95370;Marines;3.0
95652;Viarmes;T45_20;95652;Viarmes;3.0
97106;Bouillante;T01_10;97106;Bouillante;1.0
97115;Lamentin;T03_20;97115;Lamentin;
97116;Morne-à-l'Eau;T03_20;97116;Morne-à-l'Eau;
97117;Le Moule;T03_20;97117;Le Moule;
97128;Sainte-Anne;T03_20;97128;Sainte-Anne;
97130;Terre-de-Bas;T00_30;97130;Terre-de-Bas;4.0
97131;Terre-de-Haut;T00_30;97131;Terre-de-Haut;4.0
97202;Les Anses-d'Arlet;T03_20;97202;Les Anses-d'Arlet;
97204;Le Carbet;T03_20;97204;Le Carbet;
97220;Rivière-Pilote;T03_20;97220;Rivière-Pilote;
97223;Saint-Esprit;T03_20;97223;Saint-Esprit;
97225;Saint-Pierre;T03_20;97225;Saint-Pierre;
97227;Sainte-Luce;T03_20;97227;Sainte-Luce;
97228;Sainte-Marie;T03_20;97228;Sainte-Marie;
97230;La Trinité;T03_20;97230;La Trinité;
97231;Les Trois-Îlets;T03_20;97231;Les Trois-Îlets;
97232;Le Vauclin;T03_20;97232;Le Vauclin;
97308;Saint-Georges;T00_30;97308;Saint-Georges;4.0
97353;Maripasoula;T00_30;97353;Maripasoula;4.0
97357;Grand-Santi;T00_30;97357;Grand-Santi;4.0
97362;Papaichton;T00_30;97362;Papaichton;4.0
97401;Les Avirons;T02_10;97401;Les Avirons;2.0
97402;Bras-Panon;T03_20;97402;Bras-Panon;
97403;Entre-Deux;T03_20;97403;Entre-Deux;
97404;L'Étang-Salé;T02_10;97404;L'Étang-Salé;2.0
97405;Petite-Île;T03_20;97405;Petite-Île;
97406;La Plaine-des-Palmistes;T02_10;97406;La Plaine-des-Palmistes;2.0
97417;Saint-Philippe;T00_30;97417;Saint-Philippe;4.0
97419;Sainte-Rose;T02_20;97419;Sainte-Rose;2.0
97421;Salazie;T01_10;97421;Salazie;1.0
97423;Les Trois-Bassins;T02_10;97423;Les Trois-Bassins;2.0
97424;Cilaos;T00_30;97424;Cilaos;4.0
97602;Bandraboua;T03_20;97602;Bandraboua;
97603;Bandrele;T03_20;97603;Bandrele;
97614;Ouangani;T03_20;97614;Ouangani;
