code_insee;taux_evolution;taux_evolution_due_solde_migratoire;taux_evolution_due_solde_naturel;nombre_d_equipements_culturels;nombre_d_equipements_sportifs;nombre_de_festivals
24068;-0.46;1.37;-1.83;12.0;7;0.0
24167;-0.81;0.51;-1.32;6.0;8;0.0
24212;-0.31;2.08;-2.39;6.0;5;0.0
24223;0.19;1.71;-1.52;9.0;24;2.0
24227;-1.13;1.03;-2.16;1.0;5;0.0
24311;-0.43;0.81;-1.24;5.0;14;1.0
24354;0.27;1.37;-1.1;3.0;14;1.0
25156;-1.29;-1.31;0.01;2.0;9;0.0
25578;0.75;0.08;0.67;2.0;19;0.0
26074;1.48;1.92;-0.45;4.0;15;0.0
26113;0.81;1.78;-0.97;15.0;18;0.0
26333;0.48;1.55;-1.07;7.0;19;0.0
27016;-0.42;-0.07;-0.35;10.0;26;0.0
27022;-1.05;-1.35;0.31;5.0;16;0.0
27112;-1.08;0.1;-1.19;4.0;16;1.0
27226;-0.81;-0.71;-0.1;2.0;14;0.0
27284;0.07;0.31;-0.24;10.0;27;3.0
27413;0.81;0.89;-0.09;1.0;6;0.0
27438;0.03;-0.32;0.35;4.0;10;0.0
27469;-0.12;-0.08;-0.04;6.0;15;1.0
27502;-0.84;0.68;-1.52;3.0;7;1.0
28089;-0.28;0.31;-0.59;1.0;12;0.0
29117;0.7;0.92;-0.22;4.0;18;0.0
29124;0.2;0.75;-0.56;4.0;35;2.0
29160;0.52;0.38;0.14;2.0;21;0.0
29178;0.14;0.66;-0.52;4.0;20;1.0
29220;0.38;1.41;-1.03;8.0;28;3.0
29259;0.39;1.51;-1.12;21.0;20;1.0
29274;-0.56;0.32;-0.88;2.0;17;0.0
29277;0.43;0.88;-0.45;4.0;8;0.0
29293;0.02;0.52;-0.5;10.0;19;1.0
2A228;3.63;3.66;-0.03;2.0;2;0.0
2A272;1.28;1.62;-0.35;22.0;9;1.0
2B123;0.48;0.39;0.09;2.0;10;0.0
2B134;0.32;0.68;-0.36;2.0;11;2.0
30003;0.59;0.64;-0.06;11.0;19;3.0
30012;-0.1;-0.04;-0.06;9.0;18;0.0
30227;0.84;2.2;-1.36;2.0;16;2.0
30341;0.37;0.27;0.1;6.0;27;1.0
31020;-0.22;0.31;-0.53;2.0;10;1.0
31106;0.43;0.38;0.04;4.0;8;0.0
31232;0.52;0.55;-0.03;6.0;19;0.0
31324;0.49;0.86;-0.37;6.0;11;1.0
31396;1.6;1.7;-0.1;4.0;13;0.0
31503;1.82;3.61;-1.79;8.0;4;0.0
32106;-0.02;2.05;-2.06;3.0;7;0.0
32107;-0.58;0.32;-0.9;25.0;32;6.0
32208;-0.09;1.45;-1.54;21.0;19;5.0
32249;0.69;2.27;-1.59;4.0;16;0.0
32252;-0.69;0.4;-1.1;0.0;11;1.0
32256;-0.14;0.99;-1.13;5.0;22;3.0
32285;-0.32;0.26;-0.58;3.0;6;1.0
32426;-0.02;0.17;-0.18;4.0;7;0.0
32459;-0.06;0.43;-0.49;2.0;6;1.0
33067;0.5;0.82;-0.32;8.0;10;1.0
33081;0.14;0.73;-0.59;9.0;13;1.0
33352;0.87;1.37;-0.5;15.0;23;3.0
33366;2.96;2.72;0.24;4.0;25;0.0
34245;-0.2;1.11;-1.31;2.0;8;1.0
34293;0;N/A - division par 0;N/A - division par 0;3.0;12;1.0
35037;1.79;0.89;0.9;7.0;8;1.0
35049;0.85;1.81;-0.96;5.0;11;2.0
35085;0.95;1.28;-0.34;7.0;17;1.0
35093;0.47;1.68;-1.21;12.0;23;6.0
35095;0.35;1.08;-0.72;11.0;12;1.0
35125;0.26;1.16;-0.91;13.0;13;0.0
35136;0.6;0.62;-0.02;5.0;13;1.0
35207;0.83;0.43;0.4;4.0;17;0.0
35219;0.76;0.88;-0.13;1.0;2;0.0
35222;0.04;0.91;-0.87;1.0;6;0.0
35227;1.46;0.3;1.16;1.0;6;0.0
35228;0.8;0.99;-0.19;4.0;11;0.0
35253;1.57;1.47;0.1;6.0;14;0.0
35308;0.7;0.39;0.31;4.0;10;1.0
35337;1.75;1.69;0.06;2.0;21;1.0
36208;-0.42;3.14;-3.56;5.0;8;2.0
36241;-0.6;-0.46;-0.14;2.0;7;2.0
37115;-1.47;-0.86;-0.61;9.0;20;0.0
37119;-0.39;1.45;-1.84;6.0;8;0.0
37132;-0.32;0.77;-1.08;32.0;19;1.0
37189;0.02;2.96;-2.94;10.0;10;0.0
37196;-1.47;0.07;-1.54;97.0;12;2.0
38314;0.24;-0.32;0.55;4.0;14;0.0
38416;-0.89;-0.66;-0.23;6.0;16;1.0
38509;0.35;0.16;0.19;7.0;29;0.0
38548;0.58;0.73;-0.15;3.0;15;2.0
39013;-1.08;-0.05;-1.03;15.0;11;4.0
39016;-0.48;1.49;-1.97;5.0;10;0.0
40001;0.33;1.02;-0.69;10.0;25;0.0
40282;0.34;0.96;-0.62;13.0;15;0.0
41106;-0.66;-0.11;-0.55;2.0;14;2.0
41198;-0.36;1.63;-1.99;16.0;16;0.0
41232;-1.48;-0.52;-0.96;3.0;26;0.0
43012;0.19;0.26;-0.07;5.0;22;0.0
43040;-0.56;0.36;-0.93;13.0;27;2.0
43080;-0.65;1.62;-2.26;8.0;10;2.0
43137;0.25;0.14;0.11;5.0;26;0.0
43177;0.17;0.65;-0.48;2.0;12;0.0
43205;0.28;0.19;0.09;2.0;8;0.0
43224;0.18;0.08;0.09;2.0;12;1.0
43244;0.09;0.86;-0.77;7.0;18;1.0
44043;1.36;1.31;0.05;14.0;30;2.0
44071;0.94;0.92;0.02;3.0;13;0.0
44129;0.73;0.55;0.18;3.0;37;1.0
44186;1.64;1.16;0.48;3.0;17;0.0
45146;-0.11;0;-0.11;6.0;18;2.0
45224;1.82;1.91;-0.08;2.0;19;0.0
46029;-0.89;-0.74;-0.15;2.0;8;0.0
46066;0.45;2.87;-2.42;2.0;6;0.0
46128;-0.78;1.22;-2;6.0;15;0.0
46148;1.77;1.54;0.23;2.0;10;0.0
46182;-0.11;1.23;-1.34;11.0;14;0.0
47015;-0.26;0.41;-0.67;1.0;9;0.0
47175;0.25;1.57;-1.32;8.0;16;0.0
47195;-0.21;0.55;-0.76;21.0;23;3.0
47210;-0.85;-0.43;-0.42;3.0;6;1.0
48075;0.17;1.31;-1.14;4.0;6;0.0
48156;-0.1;0.72;-0.81;1.0;3;0.0
49018;-0.15;0.29;-0.44;37.0;67;1.0
49125;0.36;0.63;-0.26;15.0;37;0.0
50003;0.85;2.45;-1.6;4.0;19;0.0
50074;0.6;1.76;-1.16;2.0;18;0.0
50237;-1.24;0.3;-1.54;1.0;8;0.0
50412;-0.98;-0.28;-0.71;6.0;9;0.0
50487;-0.57;0.37;-0.94;6.0;24;0.0
50539;0.25;1.19;-0.94;2.0;14;0.0
50562;-1.36;0.41;-1.76;6.0;13;1.0
51250;1.1;1.72;-0.62;2.0;18;0.0
51388;-0.66;-1.33;0.66;1.0;33;0.0
51423;-1.81;-1.51;-0.29;2.0;13;0.0
51531;-1.84;-1.03;-0.81;3.0;15;0.0
52064;-1.4;0.33;-1.73;7.0;9;0.0
52114;-0.68;0.82;-1.5;8.0;6;0.0
52177;-1.74;1.03;-2.77;4.0;10;0.0
52353;-1.42;0.04;-1.46;4.0;13;1.0
52444;-2.34;-1.85;-0.5;2.0;5;0.0
53077;1;1.47;-0.47;4.0;16;1.0
53127;-0.68;1.4;-2.08;5.0;9;1.0
53147;-0.15;0.1;-0.24;11.0;56;4.0
53185;-0.33;0.29;-0.62;1.0;12;0.0
53271;-1.24;0.14;-1.38;2.0;16;0.0
54039;-1.57;-0.65;-0.92;4.0;12;0.0
54129;-0.93;-0.11;-0.82;2.0;14;0.0
54397;-0.72;-0.75;0.03;1.0;14;1.0
54400;-1.06;-1.29;0.23;3.0;8;0.0
54563;-0.82;-0.01;-0.81;4.0;5;1.0
55063;-1.19;-0.64;-0.54;1.0;11;0.0
56010;-0.01;0.32;-0.33;10.0;20;0.0
56067;1.48;1.54;-0.06;10.0;26;0.0
56117;1.79;1.51;0.28;5.0;28;0.0
56123;0.58;0.77;-0.19;6.0;11;0.0
56152;-0.18;0.95;-1.13;12.0;12;4.0
57132;-1.02;0.14;-1.16;2.0;15;0.0
57177;-1.68;-0.74;-0.94;3.0;25;0.0
58059;-1.01;0.47;-1.48;26.0;21;4.0
58149;0.06;1.92;-1.86;2.0;11;3.0
59036;-2.05;-1.56;-0.49;10.0;24;0.0
60103;-0.7;-0.63;-0.07;3.0;12;0.0
60178;-0.37;-0.22;-0.14;3.0;15;0.0
60245;-0.44;-0.15;-0.3;1.0;11;0.0
60286;-1.19;0.13;-1.32;2.0;16;1.0
60333;-0.3;-0.38;0.07;1.0;4;0.0
60509;-0.41;-0.95;0.54;7.0;27;0.0
61145;-0.63;0.39;-1.02;12.0;11;1.0
61153;0.05;0.81;-0.76;6.0;8;0.0
61293;-0.49;1.35;-1.84;22.0;10;1.0
61345;-0.7;-0.35;-0.35;15.0;14;0.0
62048;-0.82;-0.83;0.01;8.0;36;0.0
62194;-0.05;0.1;-0.14;1.0;17;0.0
62894;-0.98;-0.95;-0.03;8.0;9;0.0
63003;-0.32;0.5;-0.81;11.0;20;3.0
63004;1.11;1.64;-0.53;4.0;6;0.0
63009;2.69;5.68;-2.99;3.0;9;0.0
63038;-0.46;0.59;-1.06;13.0;25;2.0
63245;-0.06;0.06;-0.12;7.0;9;0.0
63283;-0.58;2.21;-2.79;2.0;10;1.0
63295;0.5;1.72;-1.21;4.0;7;0.0
63305;-0.88;0.27;-1.14;1.0;5;0.0
63338;-1.09;-0.35;-0.74;1.0;27;0.0
63352;0.63;1.23;-0.6;1.0;8;2.0
64260;1.45;1.67;-0.22;10.0;45;6.0
64513;-0.56;1.35;-1.92;7.0;11;0.0
65129;-0.04;3.01;-3.05;2.0;7;0.0
65388;-0.29;-0.12;-0.18;2.0;11;0.0
66025;-0.14;0.43;-0.56;3.0;11;1.0
66088;0.22;1.16;-0.94;14.0;14;3.0
66167;1.06;1.36;-0.29;1.0;7;0.0
66187;-0.51;1.05;-1.57;4.0;12;0.0
67066;-0.68;-0.3;-0.38;4.0;7;0.0
67222;-0.39;0.27;-0.66;3.0;7;0.0
67300;0.12;0.09;0.03;19.0;37;0.0
67388;0.06;0.22;-0.16;6.0;9;0.0
67544;-0.32;0.12;-0.44;35.0;29;2.0
68004;-0.39;-0.19;-0.2;17.0;21;2.0
69006;-0.78;-0.23;-0.55;3.0;27;0.0
69201;0.03;0.22;-0.19;1.0;9;1.0
70279;0.2;1.76;-1.56;27.0;47;3.0
70311;-0.4;0.24;-0.64;25.0;25;4.0
70482;-0.22;0.97;-1.19;9.0;12;2.0
71176;-0.88;-0.08;-0.8;3.0;28;3.0
71230;-1.36;-0.5;-0.86;6.0;29;0.0
71263;0.26;1.35;-1.09;10.0;29;3.0
72050;-0.72;-0.23;-0.49;1.0;19;0.0
72168;-1.4;-0.77;-0.63;2.0;16;1.0
72176;-1.48;-0.5;-0.98;8.0;35;0.0
72269;-1.19;0.79;-1.98;6.0;26;1.0
72276;-0.93;-0.86;-0.07;2.0;10;0.0
72329;0.15;-0.01;0.16;1.0;14;0.0
72373;-0.69;0.31;-1;1.0;21;0.0
73054;-0.09;-0.07;-0.03;10.0;32;3.0
73157;-1.28;-0.78;-0.5;7.0;20;0.0
73181;-0.62;-0.1;-0.52;8.0;4;3.0
73204;0.13;0.71;-0.59;4.0;2;0.0
73215;0.4;0.79;-0.39;1.0;14;0.0
73248;-0.59;-0.11;-0.49;10.0;18;1.0
74043;1.33;0.8;0.53;1.0;6;0.0
74096;1.47;1.07;0.41;5.0;10;0.0
74123;-0.02;-0.02;0;7.0;20;0.0
74280;0.13;-0.13;0.26;5.0;21;3.0
74282;0.8;0.1;0.7;8.0;24;1.0
76222;-0.78;-0.24;-0.54;3.0;17;0.0
76495;-0.6;-0.76;0.16;2.0;23;0.0
76709;-1.14;-1.07;-0.07;4.0;12;0.0
77142;1.86;1.74;0.12;6.0;14;1.0
77182;0.06;0.42;-0.36;2.0;16;0.0
77183;-0.03;-0.34;0.31;1.0;26;2.0
77385;0.21;0.8;-0.59;1.0;6;0.0
78003;1.36;0.81;0.55;3.0;10;0.0
78255;-0.61;-1.17;0.56;1.0;7;0.0
79057;-0.85;0.83;-1.69;1.0;13;1.0
79101;-0.13;0.98;-1.11;5.0;11;0.0
79170;0.74;1.24;-0.49;1.0;15;1.0
79270;1.79;2.24;-0.45;6.0;38;1.0
80013;-0.64;-0.04;-0.6;4.0;8;0.0
80186;-0.17;-0.39;0.23;5.0;13;2.0
80211;0.49;1.84;-1.35;5.0;12;0.0
80253;-1.32;-0.79;-0.54;13.0;30;0.0
80585;-0.48;0.7;-1.19;1.0;11;0.0
81192;1.03;2.14;-1.11;1.0;3;0.0
82037;-0.09;0.32;-0.41;10.0;38;1.0
82038;0.23;1.82;-1.59;10.0;4;0.0
82042;0.26;0.8;-0.54;2.0;6;0.0
83007;1.38;2.53;-1.15;6.0;10;0.0
83016;0.89;1.02;-0.13;2.0;16;0.0
83086;0.5;0.48;0.02;3.0;23;0.0
84123;-0.11;0.71;-0.82;4.0;10;1.0
85020;0.22;0.8;-0.59;3.0;14;0.0
85051;0.34;0.29;0.04;6.0;29;0.0
85070;1.28;1.78;-0.5;1.0;9;0.0
85222;0.94;2.2;-1.26;5.0;28;2.0
86140;-0.38;0.51;-0.89;7.0;8;0.0
86160;-0.41;0.87;-1.28;9.0;10;1.0
87032;0.59;2.71;-2.11;6.0;7;0.0
87041;-0.09;1.13;-1.22;8.0;6;0.0
87154;0.34;0.95;-0.61;10.0;33;6.0
88090;-0.5;-0.14;-0.36;3.0;17;1.0
88349;-1.21;-0.68;-0.52;1.0;4;0.0
88367;-1.13;-0.73;-0.41;11.0;17;0.0
88530;-0.33;0.25;-0.58;1.0;23;1.0
89025;-1.06;-0.4;-0.65;18.0;29;1.0
89368;0.11;2.36;-2.25;5.0;9;3.0
89419;-1.02;0.29;-1.31;4.0;17;0.0
90052;-1.22;0.21;-1.43;3.0;16;1.0
91111;-1.31;-1.77;0.46;3.0;12;0.0
97117;0.23;0.04;0.19;8.0;39;4.0
97227;-1.02;-1.28;0.26;3.0;20;0.0
97228;-2.12;-1.93;-0.19;3.0;34;0.0
97353;-4.18;-5.87;1.69;3.0;7;0.0
97362;-4.23;-5.18;0.95;1.0;2;1.0
97404;-0.58;-1.34;0.76;2.0;46;0.0
97419;-0.71;-1.44;0.73;4.0;23;0.0
97423;-0.54;-1.41;0.87;1.0;28;1.0
97603;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;1.0;17;1.0
01143;1.47;1.04;0.43;3.0;30;1.0
01173;1.89;0.86;1.03;4.0;18;2.0
01388;0.33;2.28;-1.94;6.0;8;0.0
02018;0.11;0.06;0.05;1.0;18;0.0
02095;0.15;0.61;-0.46;4.0;19;0.0
02334;-0.12;-0.14;0.02;2.0;12;0.0
02558;-1.05;-0.17;-0.88;1.0;16;0.0
02666;-1;0.1;-1.1;2.0;6;0.0
03084;-0.25;1.33;-1.58;1.0;13;2.0
03102;-0.44;0.5;-0.95;4.0;15;2.0
03186;0.1;1.6;-1.5;1.0;9;1.0
03236;-0.46;-0.18;-0.28;2.0;15;1.0
03254;-0.31;0.73;-1.04;6.0;16;0.0
03292;-0.44;0.17;-0.61;2.0;4;2.0
04008;-0.52;-0.19;-0.32;4.0;9;0.0
04173;0.67;2.1;-1.43;1.0;19;0.0
04205;0.07;1.47;-1.39;4.0;13;1.0
05040;1.46;1.38;0.08;3.0;33;1.0
05170;1.21;1.25;-0.04;4.0;19;0.0
06099;-0.76;0.11;-0.87;2.0;10;2.0
07346;-0.24;0.63;-0.88;16.0;7;0.0
08025;-0.62;-0.4;-0.22;3.0;3;0.0
08090;-0.7;0.36;-1.06;4.0;13;1.0
08190;-0.9;-0.47;-0.43;10.0;31;0.0
08302;-1.27;-0.59;-0.68;3.0;13;0.0
08367;-0.83;-0.19;-0.64;3.0;9;0.0
09032;0.69;1.8;-1.1;4.0;17;2.0
09160;-0.46;0.3;-0.76;4.0;23;0.0
09194;-0.22;0.8;-1.02;61.0;12;2.0
09261;-0.2;0.63;-0.83;6.0;24;4.0
09282;0.28;0.52;-0.24;3.0;13;1.0
10420;-0.55;0.19;-0.74;4.0;8;0.0
12056;0.12;-0.29;0.41;2.0;17;1.0
12119;-0.18;1.11;-1.29;6.0;9;0.0
12169;0.27;1.42;-1.15;2.0;16;0.0
13027;1.08;0.7;0.38;5.0;32;1.0
13078;-0.28;-0.33;0.05;6.0;24;0.0
14100;0.89;0.94;-0.04;5.0;12;0.0
14257;0.11;0.67;-0.57;2.0;7;0.0
14258;-0.96;-0.29;-0.67;28.0;34;2.0
14370;0.03;0.59;-0.56;4.0;7;0.0
14384;0.5;1.68;-1.17;3.0;14;1.0
14488;0.28;1.13;-0.86;6.0;32;1.0
14516;0.15;0.81;-0.65;2.0;8;0.0
14658;-0.68;-0.17;-0.51;7.0;17;0.0
15054;-0.82;1.15;-1.97;2.0;7;0.0
15094;-1.75;1.81;-3.55;6.0;2;1.0
15122;-0.47;1.38;-1.85;2.0;11;0.0
15152;0.07;1.78;-1.7;2.0;10;0.0
15162;-1.08;0.46;-1.54;5.0;11;0.0
15221;0.18;-0.31;0.49;2.0;4;0.0
15255;1.65;1.26;0.38;2.0;5;0.0
16090;0.21;1.03;-0.82;4.0;12;0.0
16167;0.17;1.38;-1.2;9.0;14;1.0
17218;-0.19;0.77;-0.96;5.0;21;0.0
17241;-0.27;0.66;-0.94;5.0;7;0.0
17309;-0.06;0.56;-0.63;1.0;11;0.0
17385;-0.31;0.77;-1.07;11.0;18;2.0
17434;0.18;0.72;-0.53;8.0;18;4.0
18015;-0.19;0.72;-0.91;16.0;20;1.0
18109;-0.84;0.43;-1.27;3.0;11;0.0
19010;-1.2;0.35;-1.54;7.0;16;0.0
19019;-0.53;2.57;-3.1;20.0;7;0.0
19023;-0.49;0.8;-1.29;2.0;13;0.0
19073;0.07;0.57;-0.5;10.0;32;0.0
19269;-1.07;1.65;-2.72;11.0;10;1.0
19275;-1.09;-0.82;-0.28;12.0;36;1.0
21023;-1.3;1.02;-2.32;9.0;8;0.0
21038;-0.31;0.05;-0.36;13.0;30;0.0
21317;-0.34;-0.13;-0.21;3.0;22;0.0
21584;-1.03;0.19;-1.22;11.0;13;1.0
22203;0.23;0.47;-0.24;4.0;21;2.0
22206;0.63;0.77;-0.14;5.0;10;1.0
22266;0.56;2.06;-1.5;6.0;21;4.0
23021;-1.15;2.35;-3.5;4.0;6;0.0
23067;1.3;2.55;-1.25;2.0;12;0.0
23093;-0.24;1.1;-1.35;4.0;7;0.0
23247;-0.44;0.47;-0.91;2.0;21;0.0
24035;-1.57;0.26;-1.84;11.0;8;1.0
24064;-0.25;0.65;-0.9;27.0;11;0.0
24299;0.28;1.52;-1.24;4.0;10;0.0
24352;-0.45;1.06;-1.5;6.0;24;2.0
24376;-0.4;1.01;-1.41;3.0;11;0.0
24547;0.24;0.92;-0.68;13.0;33;1.0
24550;0.03;0.8;-0.77;1.0;9;0.0
25259;-0.2;-0.32;0.12;1.0;11;0.0
25463;-0.75;-0.1;-0.65;2.0;21;0.0
26108;0.96;1.39;-0.43;11.0;21;1.0
26220;0.2;1.85;-1.65;5.0;16;3.0
26301;0.96;1.13;-0.17;5.0;15;1.0
27049;-0.83;-0.67;-0.16;11.0;20;0.0
27065;0.51;0.82;-0.3;1.0;14;0.0
27165;-0.5;0.09;-0.59;6.0;16;1.0
27170;0.16;0.42;-0.26;0.0;10;1.0
27230;0.28;0.21;0.07;2.0;10;0.0
27428;0.68;1.6;-0.93;6.0;21;0.0
27467;-1.33;-0.43;-0.9;15.0;38;2.0
28140;0.03;-0.82;0.85;8.0;14;0.0
28373;-0.59;0.96;-1.54;6.0;10;0.0
28393;-0.58;-1.45;0.87;2.0;11;0.0
29026;-0.27;0.41;-0.67;4.0;39;0.0
29027;-0.19;0.75;-0.94;2.0;15;1.0
29042;-0.62;0.31;-0.93;9.0;34;3.0
29055;0.56;0.51;0.05;4.0;6;0.0
29081;-1.49;1.38;-2.87;8.0;9;0.0
29103;0.48;0.76;-0.28;19.0;41;3.0
29210;0.32;0.43;-0.1;4.0;12;0.0
29241;0;0.53;-0.53;4.0;22;1.0
2B298;0.86;1.33;-0.47;6.0;9;1.0
30062;1.89;1.71;0.18;5.0;11;0.0
30202;0.51;0.71;-0.2;22.0;20;5.0
30221;0.19;0.17;0.02;6.0;15;1.0
30258;0.95;0.53;0.42;21.0;25;1.0
30269;-0.85;0.2;-1.04;7.0;18;0.0
31080;0.65;2.42;-1.77;5.0;10;0.0
31098;0.5;1.55;-1.05;2.0;14;0.0
31135;-0.29;0.1;-0.39;4.0;17;1.0
31202;1.68;1.57;0.11;3.0;25;1.0
32096;0.01;1.25;-1.24;4.0;19;0.0
32242;0.07;1.96;-1.9;3.0;21;0.0
32370;0.87;2.25;-1.38;2.0;10;0.0
33058;0.49;1.22;-0.73;7.0;17;2.0
33138;0.24;0.56;-0.32;3.0;14;0.0
33314;0.8;1.04;-0.24;4.0;23;2.0
34028;-0.53;0.3;-0.84;7.0;25;1.0
34143;0.26;0.04;0.22;8.0;11;0.0
35162;-0.42;0.56;-0.98;2.0;9;1.0
35177;0.94;-0.02;0.96;3.0;5;1.0
35251;2.51;1.86;0.65;1.0;13;1.0
36018;-0.96;0.05;-1.01;12.0;49;2.0
36192;-0.95;1.36;-2.3;2.0;14;0.0
37027;-0.1;0.7;-0.8;5.0;22;0.0
37062;-0.47;1.13;-1.59;2.0;11;1.0
38315;-0.06;0.15;-0.21;2.0;20;0.0
38412;-0.2;0.19;-0.39;5.0;12;1.0
39434;-0.38;0.42;-0.8;21.0;17;1.0
40117;-0.79;-0.35;-0.45;3.0;14;0.0
40201;-1.65;0.41;-2.05;2.0;10;1.0
41149;-0.69;1.01;-1.7;10.0;16;2.0
41154;-0.03;1.71;-1.75;2.0;8;0.0
42019;-1.46;-0.02;-1.44;3.0;16;1.0
42023;0.27;1.13;-0.86;4.0;10;0.0
42059;0.79;0.97;-0.18;4.0;17;0.0
42094;0.58;1.01;-0.43;11.0;24;1.0
42168;-0.34;0.04;-0.37;4.0;17;1.0
42230;-0.45;0.73;-1.18;8.0;7;0.0
42249;-0.06;1.06;-1.12;1.0;6;0.0
43016;0.17;0.6;-0.43;6.0;4;0.0
43042;-0.75;0.37;-1.12;8.0;6;0.0
43087;-1.36;-1.11;-0.25;5.0;9;0.0
43148;-0.53;0.86;-1.39;2.0;6;0.0
43154;-0.55;2.36;-2.91;13.0;6;0.0
43162;0.44;1.13;-0.68;7.0;13;1.0
44003;1.09;1.07;0.02;8.0;62;4.0
44069;-0.15;0.02;-0.17;19.0;43;2.0
44110;1.48;1.22;0.26;2.0;26;3.0
44131;3.11;3.85;-0.74;8.0;45;2.0
44154;1.1;1.91;-0.81;13.0;43;1.0
44188;1.15;0.62;0.53;4.0;27;0.0
45085;-0.43;1.15;-1.58;8.0;14;0.0
45191;-0.19;-0.32;0.13;9.0;19;0.0
45248;1.31;1.67;-0.36;2.0;11;0.0
46127;-1.5;0.36;-1.86;9.0;18;0.0
46143;-0.08;2.87;-2.95;2.0;11;0.0
46297;-0.17;1.77;-1.94;5.0;8;1.0
47057;-0.85;0.78;-1.64;3.0;9;0.0
47252;0.52;0.73;-0.21;8.0;12;1.0
47324;0.09;2.83;-2.74;3.0;4;1.0
48034;0.07;0.76;-0.68;9.0;10;0.0
48038;0.91;0.44;0.47;3.0;4;0.0
48146;-1.41;-1.41;0;13.0;13;1.0
49127;-0.1;-0.02;-0.08;6.0;20;1.0
50025;0.24;0.8;-0.56;13.0;47;0.0
50341;-0.66;0.82;-1.48;3.0;6;0.0
50394;-0.06;1.67;-1.72;2.0;9;0.0
50410;-0.11;1.14;-1.26;6.0;18;1.0
50484;-0.94;0.24;-1.18;4.0;26;1.0
50565;0.32;0.77;-0.45;2.0;12;0.0
50582;-0.44;0.67;-1.11;1.0;12;0.0
50591;-0.67;1.48;-2.15;2.0;5;0.0
50615;0.11;1.14;-1.02;19.0;17;0.0
51217;-0.1;0.19;-0.29;4.0;22;1.0
51248;-0.15;0.02;-0.17;3.0;12;0.0
51380;-0.4;0.74;-1.14;6.0;20;1.0
51535;-0.72;0.11;-0.83;7.0;20;1.0
52017;-1.84;0.82;-2.65;6.0;8;0.0
52060;-1.21;0.36;-1.57;7.0;13;0.0
52093;-0.41;0.1;-0.52;4.0;11;0.0
52211;-2.05;-1.5;-0.56;2.0;8;0.0
52250;-1.66;-0.19;-1.47;12.0;21;0.0
52331;-1.05;0.11;-1.16;6.0;12;2.0
52550;-0.69;0.59;-1.28;1.0;13;0.0
53097;-0.65;0.18;-0.83;12.0;43;1.0
53182;-0.26;0.25;-0.5;1.0;9;0.0
54076;-0.12;-0.1;-0.02;2.0;11;0.0
54099;-0.61;-0.4;-0.21;6.0;54;1.0
54273;-0.36;0.02;-0.38;4.0;27;0.0
54280;0.11;0.57;-0.46;3.0;19;0.0
54431;-0.64;-0.73;0.09;59.0;63;4.0
55291;-1.19;-0.26;-0.92;8.0;11;0.0
56007;0.57;1.1;-0.53;30.0;39;4.0
56061;0.16;0.73;-0.57;7.0;31;2.0
56066;-0.64;0.42;-1.05;10.0;25;0.0
56083;0.27;0.48;-0.21;23.0;50;1.0
56147;1.15;1.22;-0.07;3.0;19;0.0
56195;0.71;0.76;-0.05;4.0;5;2.0
57106;-0.27;0.12;-0.39;2.0;19;0.0
58079;-1.22;-0.42;-0.8;20.0;23;2.0
58131;0.25;1.13;-0.88;4.0;9;0.0
58232;-0.35;1.05;-1.4;2.0;7;0.0
58250;-1.74;-1.05;-0.7;1.0;7;0.0
59008;-0.61;-1.14;0.52;2.0;23;0.0
59139;-0.99;-0.71;-0.28;7.0;30;0.0
59574;-1.23;-1.36;0.13;5.0;28;0.0
60029;-0.48;-0.61;0.13;3.0;10;0.0
60439;0.08;-0.2;0.27;3.0;18;0.0
61007;-0.31;0.03;-0.34;11.0;16;0.0
61074;-1.24;2.03;-3.27;4.0;5;0.0
61494;-1.27;1.27;-2.54;1.0;7;0.0
62014;-0.46;-0.2;-0.25;28.0;18;0.0
62060;-0.9;-0.16;-0.74;3.0;14;0.0
62080;-0.96;0.1;-1.07;2.0;13;0.0
62215;0.79;0.45;0.34;6.0;38;1.0
62560;-0.04;0.23;-0.27;2.0;21;0.0
62563;0.2;-0.11;0.31;8.0;19;0.0
62667;-0.66;-0.76;0.1;4.0;15;0.0
63001;0.17;1.12;-0.95;8.0;7;0.0
63050;0.38;1.31;-0.93;1.0;17;1.0
63080;1.05;1.55;-0.5;6.0;5;1.0
63195;0.97;1.63;-0.66;12.0;10;1.0
63210;0.21;0.28;-0.07;7.0;16;0.0
63470;1.18;0.93;0.25;6.0;20;1.0
64256;2.43;2.31;0.12;5.0;31;0.0
64320;0.01;1.22;-1.2;4.0;15;0.0
64422;-0.31;0.74;-1.05;13.0;56;4.0
64499;-0.7;1.18;-1.88;11.0;23;1.0
65138;-1.23;-0.88;-0.35;7.0;11;1.0
65287;0.24;3.89;-3.64;1.0;5;0.0
65447;-1.15;-1.22;0.08;1.0;8;0.0
65460;-0.7;0.79;-1.49;3.0;28;0.0
66009;0.6;2.33;-1.73;9.0;15;0.0
66149;0.23;1.29;-1.06;5.0;28;3.0
66230;1.23;2.36;-1.12;5.0;9;1.0
67105;-0.84;0.19;-1.04;2.0;7;0.0
67282;-0.02;0.03;-0.06;2.0;10;1.0
67313;0.47;0.33;0.14;10.0;10;2.0
69171;1.34;0.82;0.52;4.0;11;1.0
69248;-0.78;-0.15;-0.62;9.0;26;1.0
69289;0.19;-0.12;0.31;2.0;8;0.0
