insee_com;lib_com
64256;Hasparren
64320;Laruns
64422;Oloron-Sainte-Marie
64499;Salies-de-Béarn
65138;Cauterets
65287;Loures-Barousse
65447;Tournay
65460;Vic-en-Bigorre
66009;Arles-sur-Tech
66149;Prades
66230;Vinça
67105;Drulingen
67282;Marlenheim
67313;Mutzig
69171;Sain-Bel
69248;Thizy-les-Bourgs
69289;Saint-Pierre-de-Chandieu
70198;Dampierre-sur-Salon
70310;Lure
71310;Montchanin
71350;Pierreclos
71512;Sennecey-le-Grand
72029;Beaumont-sur-Sarthe
72042;Bouloire
72068;La Chartre-sur-le-Loir
72090;Connerré
72138;Fresnay-sur-Sarthe
72191;Mayet
72231;Parigné-l'Évêque
72241;Montfort-le-Gesnois
73011;Albertville
74042;Bonneville
74164;Marignier
74241;Saint-Jeoire
74311;Viuz-en-Sallaz
76034;Val-de-Scie
76035;Aumale
76057;Barentin
76655;Saint-Valery-en-Caux
76700;Tôtes
76752;Yerville
77051;Bray-sur-Seine
77053;Brie-Comte-Robert
77079;Champagne-sur-Seine
77100;Le Châtelet-en-Brie
77296;Moissy-Cramayel
77458;Souppes-sur-Loing
78089;Bonnières-sur-Seine
78217;Épône
78402;Mézières-sur-Seine
78537;Saint-Arnoult-en-Yvelines
79005;Airvault
79079;Mauléon
79083;Chef-Boutonne
79179;Moncoutant-sur-Sèvre
80212;Corbie
80368;Friville-Escarbotin
80410;Ham
80630;Poix-de-Picardie
80680;Rosières-en-Santerre
80688;Rue
80721;Saint-Valery-sur-Somme
81124;Lacaune
81145;Lisle-sur-Tarn
82094;Lauzerte
82117;Montaigu-de-Quercy
82186;Valence
83004;Les Arcs
83121;Salernes
84004;Aubignan
84137;Vaison-la-Romaine
85003;Aizenay
85018;Beauvoir-sur-Mer
85109;Les Herbiers
85113;L'Île-d'Yeu
85135;Mareuil-sur-Lay-Dissais
85156;Moutiers-les-Mauxfaits
85182;Pouzauges
85226;Saint-Hilaire-de-Riez
86103;Gençay
86128;Lencloître
86139;Lusignan
87126;Rochechouart
87187;Saint-Yrieix-la-Perche
88258;Lamarche
88383;Remiremont
89086;Charny Orée de Puisaye
89125;Courson-les-Carrières
89206;Joigny
89345;Saint-Florentin
90009;Beaucourt
90033;Delle
91045;Ballancourt-sur-Essonne
91338;Limours
95351;Louvres
95355;Magny-en-Vexin
95370;Marines
97128;Sainte-Anne
97131;Terre-de-Haut
97220;Rivière-Pilote
97223;Saint-Esprit
97230;La Trinité
97231;Les Trois-Îlets
97308;Saint-Georges
97402;Bras-Panon
97417;Saint-Philippe
97421;Salazie
1303;Poncin
2360;Villeneuve-sur-Aisne
2543;Neuilly-Saint-Front
2720;Sissonne
2789;Vervins
4019;Barcelonnette
4166;Riez
5046;Embrun
6136;Sospel
7042;Bourg-Saint-Andéol
7181;Le Pouzin
7341;Villeneuve-de-Berg
8185;Fumay
8311;Mouzon
8328;Nouzonville
9185;Mazères
10401;Vendeuvre-sur-Barse
11170;Gruissan
11203;Lézignan-Corbières
11206;Limoux
12224;Saint Geniez d'Olt et d'Aubrac
13014;Berre-l'Étang
13050;Lambesc
13084;La Roque-d'Anthéron
13110;Trets
14371;Livarot-Pays-d'Auge
14689;Thury-Harcourt-le-Hom
14726;Valdallière
14754;Villers-sur-Mer
15001;Allanche
15083;Jussac
15134;Montsalvy
15140;Naucelles
15141;Neussargues en Pinatelle
15153;Pleaux
15204;Saint-Paul-des-Landes
15258;Vic-sur-Cère
16028;Barbezieux-Saint-Hilaire
16408;Villebois-Lavalette
17024;Aulnay
17127;Courçon
17219;Marennes-Hiers-Brouage
17236;Mirambeau
17283;Pons
17284;Pont-l'Abbé-d'Arnoult
18127;Lignières
18141;Mehun-sur-Yèvre
18197;Saint-Amand-Montrond
18207;Saint-Florent-sur-Cher
18223;Saint-Martin-d'Auxigny
19028;Bort-les-Orgues
19148;Neuvic
19276;Uzerche
21663;Venarey-les-Laumes
21710;Vitteaux
22020;Broons
22032;Caulnes
22172;Plancoët
23030;Bourganeuf
23061;Chénérailles
23075;Dun-le-Palestel
24068;Le Buisson-de-Cadouin
24167;Eymet
24212;Issigeac
24223;Lalinde
24227;Lanouaille
24311;Nontron
24354;La Roche-Chalais
25156;Pays-de-Clerval
25578;Valdahon
26074;La Chapelle-en-Vercors
26113;Die
26333;Saint-Vallier
27016;Les Andelys
27022;Le Val d'Hazey
27112;Breteuil
27226;Étrépagny
27284;Gisors
27413;Montfort-sur-Risle
27438;Nonancourt
27469;Pont-de-l'Arche
27502;Rugles
28089;Châteauneuf-en-Thymerais
29117;Lannilis
29124;Lesneven
29160;Plabennec
29178;Ploudalmézeau
29220;Pont-l'Abbé
29259;Saint-Pol-de-Léon
29274;Scaër
29277;Sizun
29293;Trégunc
30003;Aigues-Mortes
30012;Aramon
30227;Saint-Ambroix
30341;Vauvert
31020;Aspet
31106;Caraman
31232;Grenade
31324;Martres-Tolosane
31396;Nailloux
31503;Saint-Martory
32106;Cologne
32107;Condom
32208;Lectoure
32249;Mauvezin
32252;Miélan
32256;Mirande
32285;Montesquiou
32426;Seissan
32459;Valence-sur-Baïse
33067;Bourg
33081;Cadillac-sur-Garonne
33352;La Réole
33366;Saint-André-de-Cubzac
34245;Saint-Chinian
34293;La Salvetat-sur-Agout
35037;Bréal-sous-Montfort
35049;Cancale
35085;Combourg
35093;Dinard
35095;Dol-de-Bretagne
35125;La Guerche-de-Bretagne
35136;Janzé
35207;Noyal-sur-Vilaine
35219;Pipriac
35222;Pleine-Fougères
35227;Pleumeleuc
35228;Pleurtuit
35253;Saint-Aubin-du-Cormier
35308;Mesnil-Roc'h
35337;Tinténiac
36208;Sainte-Sévère-sur-Indre
36241;Villedieu-sur-Indre
37115;Descartes
37119;L'Île-Bouchard
37132;Loches
37189;Preuilly-sur-Claise
37196;Richelieu
38314;Pontcharra
38416;Saint-Marcellin
38509;La Tour-du-Pin
38548;Villard-de-Lans
39013;Arbois
39016;Arinthod
40001;Aire-sur-l'Adour
40282;Saint-Sever
41106;Lamotte-Beuvron
41198;Saint-Aignan
41232;Salbris
43012;Aurec-sur-Loire
43040;Brioude
43080;Craponne-sur-Arzon
43137;Monistrol-sur-Loire
43177;Saint-Didier-en-Velay
43205;Saint-Just-Malmont
43224;Sainte-Sigolène
43244;Tence
44043;Clisson
44071;Haute-Goulaine
44129;Pontchâteau
44186;Sainte-Pazanne
45146;La Ferté-Saint-Aubin
45224;Neuville-aux-Bois
46029;Biars-sur-Cère
46066;Cazals
46128;Gramat
46148;Lalbenque
46182;Luzech
47015;Astaffort
47175;Monflanquin
47195;Nérac
47210;Port-Sainte-Marie
48075;Ispagnac
48156;Saint-Germain-du-Teil
49018;Baugé-en-Anjou
49125;Doué-en-Anjou
50003;Agon-Coutainville
50074;Brécey
50237;La Haye-Pesnel
50412;Port-Bail-sur-Mer
50487;Saint-James
50539;Saint-Pierre-Église
50562;Saint-Vaast-la-Hougue
51250;Fismes
51388;Mourmelon-le-Grand
51423;Pargny-sur-Saulx
51531;Sermaize-les-Bains
52064;Bourmont-entre-Meuse-et-Mouzon
52114;Châteauvillain
52177;Doulaincourt-Saucourt
52353;Nogent
52444;Saint-Blin
53077;Cossé-le-Vivien
53127;Lassay-les-Châteaux
53147;Mayenne
53185;Pré-en-Pail-Saint-Samson
53271;Villaines-la-Juhel
54039;Baccarat
54129;Cirey-sur-Vezouze
54397;Neuves-Maisons
54400;Nomeny
54563;Vézelise
55063;Bouligny
56010;Baud
56067;Grand-Champ
56117;Locminé
56123;Malansac
56152;Le Palais
57132;Château-Salins
57177;Dieuze
58059;La Charité-sur-Loire
58149;Luzy
59036;Avesnes-sur-Helpe
60103;Bresles
60178;Crèvecœur-le-Grand
60245;Formerie
60286;Grandvilliers
60333;Lachapelle-aux-Pots
60509;Pont-Sainte-Maxence
61145;Domfront en Poiraie
61153;Écouché-les-Vallées
61293;Mortagne-au-Perche
61345;Rémalard en Perche
62048;Auchel
62194;Calonne-Ricouart
62894;Wimille
63003;Ambert
63004;Les Ancizes-Comps
63009;Ardes
63038;Besse-et-Saint-Anastaise
63245;Mozac
63283;Pontaumur
63295;Randan
63305;Rochefort-Montagne
63338;Saint-Éloy-les-Mines
63352;Saint-Germain-Lembron
64260;Hendaye
64513;Sauveterre-de-Béarn
65129;Castelnau-Magnoac
65388;Saint-Lary-Soulan
66025;Bourg-Madame
66088;Ille-sur-Têt
66167;Saillagouse
66187;Saint-Paul-de-Fenouillet
67066;La Broque
67222;Ingwiller
67300;Molsheim
67388;Reichshoffen
67544;Wissembourg
68004;Altkirch
69006;Amplepuis
69201;Sainte-Foy-l'Argentière
70279;Gray
70311;Luxeuil-les-Bains
70482;Scey-sur-Saône-et-Saint-Albin
71176;Digoin
71230;Gueugnon
71263;Louhans
72050;Brûlon
72168;Loué
72176;Le Lude
72269;Saint-Calais
72276;Saint-Cosme-en-Vairais
72329;Savigné-l'Évêque
72373;Vibraye
73054;Bourg-Saint-Maurice
73157;Modane
73181;Moûtiers
73204;Le Pont-de-Beauvoisin
73215;Valgelon-La Rochette
73248;Saint-Jean-de-Maurienne
74043;Bons-en-Chablais
74096;Cruseilles
74123;Faverges-Seythenex
74280;Thônes
74282;Fillière
76222;Duclair
76495;Pavilly
76709;Le Trait
77142;Crécy-la-Chapelle
77182;La Ferté-Gaucher
77183;La Ferté-sous-Jouarre
77385;Rebais
78003;Ablis
78255;Freneuse
79057;Brioux-sur-Boutonne
79101;Coulonges-sur-l'Autize
79170;Mauzé-sur-le-Mignon
79270;Saint-Maixent-l'École
80013;Airaines
80186;Chaulnes
80211;Conty
80253;Doullens
80585;Nesle
81192;Murat-sur-Vèbre
82037;Caussade
82038;Caylus
82042;Cazes-Mondenard
83007;Aups
83016;Le Beausset
83086;Le Muy
84123;Sault
85020;Benet
85051;Chantonnay
85070;Coëx
85222;Saint-Gilles-Croix-de-Vie
86140;Lussac-les-Châteaux
86160;Mirebeau
87032;Châlus
87041;Châteauponsac
87154;Saint-Junien
88090;Charmes
88349;Plainfaing
88367;Rambervillers
88530;Xertigny
89025;Avallon
89368;Saint-Sauveur-en-Puisaye
89419;Toucy
90052;Giromagny
91111;Briis-sous-Forges
97117;Le Moule
97227;Sainte-Luce
97228;Sainte-Marie
97353;Maripasoula
97362;Papaichton
97404;L'Étang-Salé
97419;Sainte-Rose
97423;Les Trois-Bassins
97603;Bandrele
