Code;M�diane du revenu disponible par UC 2020;Part des 60-74 ans 2021;Part des moins de 15 ans 2021;Part des 15-29 ans 2021;Part des 30-44 ans 2021;Part des 45-59 ans 2021;Nombre grandes surfaces 2023;Nombre de sup�rettes et �pieries;Nombre boulangeries et patisseries;Nombre �coles primaires maternelles �l�mentaires;Nombre de coll�ges;Nombre de lyc�es;Nombre de m�decins g�n�ralistes;Nombre de dentistes;Nombre de pharmacies
57323;30780;13.9;17.3;17.5;22.9;20.8;3;0;5;6;1;0;7;8;2
57324;24140;17.6;13.8;15.6;17.5;27.6;0;2;0;1;0;0;0;0;0
57325;21510;20.4;14.8;13.3;16.7;23.2;0;0;0;1;0;0;0;0;0
57326;23200;17.2;20;14.1;19.3;23.6;0;0;0;1;0;0;0;0;0
57328;N/A - r�sultat non disponible;27;21.3;13.4;22.4;14.6;0;0;1;0;0;0;0;0;0
57329;22820;14.5;20.4;17.2;17.6;25.6;0;0;1;1;0;0;0;0;0
57330;23000;23.1;15.2;10.3;19.3;24.6;0;0;0;2;0;0;0;0;0
57331;24280;16.5;18.4;13.3;21.9;23.3;0;0;0;0;0;0;0;0;0
57332;18650;19.6;16.4;15.3;15.5;21.1;0;0;5;5;1;0;2;2;2
57333;24100;19.4;16.3;13;20.3;23.3;0;0;0;1;0;0;0;0;0
57334;22730;20.9;11.2;9.2;17.5;26.1;0;0;1;1;0;0;0;0;0
57335;21740;19;19.9;13.1;21.8;21.3;0;0;0;1;0;0;0;0;0
57336;19450;19.2;15.8;15.8;18.1;22.4;1;1;5;3;1;0;2;3;1
57337;23340;20.1;12.8;16.2;16.5;26.5;0;0;0;1;0;0;0;0;0
57338;22530;30;12.2;11.1;18.2;18.6;0;0;1;1;0;0;0;0;0
57339;24850;22.4;14.6;9.7;19.1;22.7;0;0;0;1;0;0;0;0;0
57340;23250;22;16.2;13.8;20.4;19.2;0;1;1;2;0;0;3;1;1
57341;27540;18.2;18.5;13.4;21.6;21.4;0;0;0;1;1;0;0;0;0
57342;N/A - r�sultat non disponible;14.3;25.5;12.3;18.9;18.9;0;0;0;0;0;0;0;0;0
57343;26310;22.8;14.9;11.3;18.3;20;0;0;1;1;0;0;0;1;1
57344;23030;16.5;18.4;14.6;20.5;20.9;2;0;0;2;0;0;0;0;0
57345;28630;14.1;19.5;14.5;22;25.3;0;0;0;0;0;0;0;0;0
57346;22490;22.5;19.4;12.2;22;17.9;0;1;0;2;0;0;2;1;1
57347;20380;30.4;14;10.5;14.7;20.5;0;0;1;1;0;0;0;0;0
57348;25060;20;15.3;11.4;21.6;21.9;0;0;2;2;0;0;0;0;0
57349;23710;15.5;14.9;16.8;16.8;25.8;0;0;0;0;0;0;0;0;0
57350;26380;20;12.6;12.9;16.5;21.7;5;0;1;1;0;0;3;3;0
57351;26400;17;17.1;17.6;21.2;23.3;1;0;0;2;0;0;0;0;0
57352;31710;23.7;12.9;11.4;19;23.8;0;0;0;1;0;0;0;0;0
57353;N/A - r�sultat non disponible;29.2;8.3;9.7;12.5;20.8;0;0;0;0;0;0;0;0;0
57354;23010;15.1;18.5;15.1;21.9;24;0;0;0;0;0;0;0;0;0
57355;24200;18.6;14.6;15.5;17.7;25.8;0;0;2;2;0;0;0;0;0
57356;36170;18;18.6;14;23.8;21.6;0;1;2;2;0;0;0;0;0
57357;21840;21;15.8;13.8;20.4;21.3;0;0;0;1;0;0;0;0;0
57358;25320;19.2;18.3;15;18.7;21.1;0;0;1;1;1;0;3;0;1
57359;21630;12.4;23.1;11.8;23.7;23.1;0;0;0;0;0;0;0;0;0
57360;24790;23;16.4;11.1;20;21.3;0;0;2;1;0;0;1;0;1
57361;27030;15.5;19.9;12.1;23.6;21.5;0;0;0;0;0;0;0;0;0
57362;22870;18.2;16.7;13;21.9;24.4;0;0;0;0;0;0;0;0;0
57364;31020;16;19.9;12.7;21;21.7;0;0;0;1;0;0;0;0;0
57365;25400;17.7;15.1;10.3;21.7;23.5;0;0;0;2;0;0;0;0;0
57366;25310;11.6;17.4;15.3;24.6;25.3;0;0;0;0;0;0;0;0;0
57367;22550;17.5;13.8;13.1;16.3;27.7;0;0;0;0;0;0;0;0;0
57368;19070;15.7;17.5;18.9;21;19.3;1;0;5;4;0;0;0;0;2
57370;26720;16.4;19.4;15.1;22.5;19.4;1;0;2;2;0;0;2;0;1
57371;25370;15.4;18.3;12.3;22.7;26.7;0;0;1;1;0;0;0;0;0
57372;27700;16.9;19.4;12.6;23.4;21.9;0;0;1;2;0;0;0;0;0
57373;24860;17.9;20.7;11.3;20.9;23;0;0;0;1;0;0;0;0;0
57374;21200;24.1;11.4;13.3;16.8;24.1;0;0;0;0;0;0;0;0;0
57375;20590;29.3;10.5;12.2;12.7;17.1;0;1;0;0;0;0;0;0;0
57376;21680;23.1;12.5;13.1;14.6;25.5;0;0;1;2;0;0;0;0;0
57377;22230;20.2;21;14.2;18.2;18.9;0;0;0;0;0;0;0;0;0
57379;20620;24.5;17.3;13.8;19.6;15.4;0;0;0;1;0;0;0;0;0
57380;24570;22.2;12.5;11.6;16.3;25;0;0;0;0;0;0;0;0;0
57381;21230;12.5;25.5;17.1;24.4;19;0;0;0;0;0;0;0;0;0
57382;22930;19.4;18.3;14.6;20.2;22.9;0;0;1;1;0;0;0;0;0
57383;22610;16.9;11.9;15;15;26.9;0;0;0;1;0;0;0;0;0
57384;23600;15.8;17.5;16.5;20.4;23;0;0;1;0;0;0;0;0;0
57385;27210;20.1;18.7;14.3;19.6;21.2;0;0;1;1;0;0;0;0;0
57386;22860;28.6;17.2;12.7;19.9;15.5;0;0;0;0;0;0;0;0;0
57387;21890;18.9;18.2;15;25.2;18.9;0;0;0;0;0;0;0;0;0
57388;24780;16.6;18.2;12.8;20.3;26.2;0;0;0;0;0;0;0;0;0
57389;23260;16.6;16.9;17.7;15;24.1;0;0;0;1;0;0;0;0;0
57390;20180;21.4;17;13.6;17.2;22.5;2;0;3;2;1;0;1;0;1
57391;N/A - r�sultat non disponible;18.7;4.9;15.2;13.4;33.8;0;0;0;0;0;0;0;0;0
57392;22330;12.8;24.2;14.6;27.9;14.8;1;0;0;1;0;0;0;0;0
57393;21200;32.8;7.5;12.4;15.1;22.1;0;0;0;0;0;0;0;0;0
57394;22780;13.2;23.5;15.1;19.2;23.2;0;0;0;0;0;0;0;0;0
57395;21600;17.2;20.1;11.3;17.2;24;0;0;0;1;0;0;0;0;0
57396;30360;27.4;11.8;11.2;14.3;21.2;0;0;0;1;0;0;1;0;0
57397;25980;27.5;17.4;9.2;21.1;15.6;0;0;0;1;0;0;0;0;0
57398;20880;19.1;18.4;12.4;22.3;21.4;0;0;0;1;0;0;0;0;0
57399;N/A - r�sultat non disponible;9.9;15.4;16.5;20.9;27.5;0;0;0;0;0;0;0;0;0
57401;N/A - r�sultat non disponible;20;21.2;17.6;16.5;16.4;0;0;0;0;0;0;0;0;0
57402;N/A - r�sultat non disponible;25.6;10.3;15.4;12.8;24.8;0;0;0;1;0;0;0;0;0
57403;24310;18.7;15.4;17.9;17.1;24.4;0;0;0;0;0;0;0;0;0
57404;23010;26.2;16.1;8.8;18;20.2;0;0;0;0;0;0;0;0;0
57405;N/A - r�sultat non disponible;23.3;14.8;12.7;12.7;19;0;0;0;0;0;0;0;0;0
57406;24110;20.9;16.1;9.2;21.6;28;0;0;0;0;0;0;0;0;0
57407;21390;16.6;18.8;18.7;18.4;21;0;0;2;1;0;0;0;0;0
57408;22720;20.7;12.9;13.3;16.4;27.5;0;0;0;2;0;0;0;0;0
57409;24030;19.2;14.8;12.9;18.7;22.8;0;0;1;0;0;0;0;1;0
57410;20300;18.3;24.1;8.7;20.4;19;0;0;0;0;0;0;0;0;0
57411;23400;20.6;17.3;13.6;19.1;21.6;0;0;0;0;0;0;0;0;0
57412;25000;18.8;12.1;20.4;18;20.1;0;1;2;2;0;0;4;7;1
57413;23600;18.5;13.1;16.4;16.4;24.4;2;0;2;1;1;0;1;4;1
57414;23170;21.6;12.4;11.5;15.7;26.6;1;0;1;1;1;0;2;3;1
57415;30150;21.1;17.3;12.1;16.8;22;0;0;2;1;0;0;1;0;0
57416;24090;16.3;20.3;13;24.4;20.1;0;0;1;0;0;0;0;0;0
57417;N/A - r�sultat non disponible;19.9;16.9;14.1;17;22.4;0;0;0;0;0;0;0;0;0
57418;19690;17.8;15;14.7;15.8;25.3;0;0;0;1;0;0;0;0;0
57419;24940;17.3;15.3;12.9;15.5;26.6;0;0;0;2;0;0;0;0;0
57421;21410;23.8;10.6;10.6;16.6;26.5;0;0;0;0;0;0;0;0;0
57422;26020;17;17.3;13.3;19.8;23;0;0;0;1;0;0;1;0;0
57423;N/A - r�sultat non disponible;26.7;15;15;8.9;28.3;0;0;0;0;0;0;0;0;0
57424;22200;24.1;18.7;9;25.9;16.9;0;0;0;0;0;0;0;0;0
57425;24310;17.8;20.5;13.8;23.4;21.1;0;0;0;1;0;0;0;0;0
57426;26200;16.2;18.9;13.6;22.1;22.2;0;1;1;1;0;0;0;0;0
57427;22490;23.1;11.8;12.6;15.6;20.9;0;1;3;1;0;0;0;0;1
57428;23050;23.8;16.5;13.1;17.3;20.7;1;1;2;2;0;0;0;0;0
57430;23640;21.8;22.5;12.8;22.7;15.7;0;0;0;1;0;0;0;0;0
57431;27360;14.1;18.8;11.8;23.9;26.8;0;0;0;0;0;0;0;0;0
57433;21110;14.2;19.6;17.9;20.9;18.3;2;3;6;8;1;0;6;4;3
57434;20270;19.9;17;18.2;16.2;20.8;0;0;0;1;0;0;0;0;0
57436;21300;16.2;19.4;13.1;20.9;20.9;0;0;0;0;0;0;0;0;0
57437;29770;15.8;21.6;12.4;24.1;19.7;0;0;0;0;0;0;0;0;0
57438;29180;25.7;11.9;12.9;17.7;21.3;0;0;0;0;0;0;0;0;0
57439;28830;19.6;17.2;12.8;19.4;25.6;0;0;0;1;0;0;0;0;0
57440;24990;20.3;17.5;8.4;16.7;21.7;0;0;0;0;0;0;0;0;0
57441;28910;20;15.9;15.1;21.1;20.8;1;0;2;1;0;0;3;4;1
57442;23550;19.9;12;18.7;14.4;29.6;0;0;0;1;0;0;0;0;0
57443;23360;14.4;18.9;16.4;19;22.1;1;1;4;4;1;0;6;3;1
57444;24040;17.6;19.7;11.3;25.3;21.6;0;0;0;1;0;0;0;0;0
57445;28190;20.1;17.3;14.4;19.7;22.4;1;0;0;1;0;0;0;0;0
57446;N/A - r�sultat non disponible;18.8;16.9;19;13.1;22.7;0;0;0;0;0;0;0;0;0
57447;27160;24;13;13.9;14;21.3;5;3;6;6;2;1;14;6;2
57448;20760;23.2;12.9;12.8;18.5;23.4;0;0;0;1;0;0;0;0;0
57449;27800;17;20.7;14.2;21.6;22.6;0;0;0;0;0;0;0;0;0
57451;19840;26.3;13.2;9.6;19.2;23.4;0;0;0;1;0;0;0;0;0
57452;27470;16.4;19.9;14;23.9;20;0;0;0;1;0;0;0;0;0
57453;23100;14.4;19;10.1;18.1;27.5;0;0;0;0;0;0;0;0;0
57454;27890;22.5;15.3;13;16.5;25.2;0;1;0;2;0;0;0;0;0
57455;19480;25.2;12.6;9.1;18.9;29.4;0;0;0;0;0;0;0;0;0
57456;23260;26.6;10.9;8.9;14.7;25.8;0;0;1;0;0;0;0;0;0
57457;22430;19.8;11.3;18.4;14.9;29.1;0;0;0;0;0;0;0;0;0
57459;29710;11;24;14.3;25.4;20.2;0;0;0;0;0;0;0;0;0
57460;24050;23.3;12.1;10.9;16.9;24.2;0;0;2;1;0;0;1;1;1
57461;21760;20.4;12.9;10.8;17.3;30.1;0;0;0;1;0;0;0;0;0
57462;22860;11.6;22.5;15.5;26.7;18.7;0;0;0;1;0;0;0;0;0
57463;20410;14.9;15.1;25.8;19.6;16.9;37;87;110;69;14;16;141;134;39
57464;25070;13.3;23;13.2;22.5;21.8;0;0;2;2;0;0;0;0;0
57465;27820;11.6;22.3;14.3;25.2;20;2;0;2;1;0;0;5;4;1
57466;23360;18.3;19;10.9;24.8;20.3;0;0;1;1;0;0;0;0;0
57467;25480;24.1;16.8;17.8;16.9;20.8;0;0;0;0;0;0;0;0;0
57468;23170;16.9;15;17.5;18.9;24.1;0;2;1;1;0;0;0;0;0
57469;20150;23.9;15.1;12.7;12.7;24.3;0;0;1;3;0;0;1;0;0
57470;N/A - r�sultat non disponible;8.6;17.1;8.6;17.1;25.7;0;0;0;0;0;0;0;0;0
57471;23480;14.8;22.2;14.8;23.9;18.2;0;0;0;1;0;0;0;0;0
57472;22070;15.6;25.2;12.9;22.4;19.7;0;0;0;0;0;0;0;0;0
57473;N/A - r�sultat non disponible;15.8;12.5;20.5;10.9;28.4;0;0;0;0;0;0;0;0;0
57474;21470;16.9;16.2;18.4;19.4;20;2;0;3;2;0;0;4;4;2
57475;35800;11.3;18.2;14.8;26.8;24;0;0;0;1;0;0;0;0;0
57476;24800;14.4;19.3;19;19;23.4;0;1;1;1;0;0;0;0;0
57477;22410;19.3;13;12.7;16;23.9;0;0;3;2;0;0;1;1;1
57478;N/A - r�sultat non disponible;25.2;17.2;9.2;25.2;12.7;0;0;0;0;0;0;0;0;0
57479;28520;15.4;18;15.3;22.6;21.6;0;0;0;1;0;0;0;0;0
57480;21330;18.3;15.9;17.1;18.7;19.2;3;9;13;10;1;2;23;10;6
57481;22950;19.9;19.3;13;21.9;17.9;0;0;1;1;0;0;2;3;1
57482;26530;21.7;15.9;15.4;19.2;22.7;1;0;1;1;0;0;1;0;0
57483;17800;18.9;17.5;16.6;16.7;19.7;4;1;4;3;1;0;6;6;2
57484;20290;21.8;16.8;13.5;20.1;19.7;2;1;1;2;0;0;2;3;1
57485;20380;16.2;13.4;15.2;14.2;26.6;0;0;0;0;0;0;0;0;0
57486;18980;17.1;16.2;12.8;20.5;24.7;0;0;0;0;0;0;0;0;0
57487;23660;16.2;15.5;15.6;17.4;20.7;4;5;5;5;2;0;7;6;2
57488;20060;22;16;10.5;16.1;21.5;0;1;0;1;1;0;0;0;0
57489;22030;21.3;18.3;12;21.2;21.3;0;0;0;0;0;0;0;0;0
57490;20650;20.4;14.1;15.4;16.3;22.7;0;0;0;1;0;0;0;0;0
57491;19190;17.2;17.5;16.2;17.6;20.8;2;3;5;7;1;0;5;5;2
57492;20830;21.9;15.3;14.3;16.9;21;0;0;0;1;0;0;0;0;0
57493;22490;22.7;14.7;11.9;17;26;0;0;0;1;0;0;0;0;0
57494;22090;17.2;18;15;18.9;17.9;0;0;0;1;0;0;0;0;0
57495;21580;20.3;13.6;15.2;21.1;22.9;0;0;0;0;0;0;0;0;0
57496;19560;21.4;18.4;12.1;17.1;21.9;0;0;0;0;0;0;0;0;0
57497;20810;20.9;19.8;13.3;20.8;19.9;0;0;0;0;0;0;0;0;0
57498;26360;15.9;17.5;12.4;18.5;22.1;1;0;2;2;0;0;2;1;1
57499;25820;24.6;11.5;11.8;15.4;26.1;0;0;1;2;0;0;0;0;0
57500;N/A - r�sultat non disponible;35.2;11.8;23.5;15;12;0;0;0;0;0;0;0;0;0
57501;N/A - r�sultat non disponible;12.5;18.9;16.8;25;23;0;0;0;0;0;0;0;0;0
57502;24720;24.7;16.8;10;16.3;25.2;0;0;1;1;0;0;0;0;0
57504;22700;21.1;13.1;14.6;16.1;26.3;0;0;0;1;0;0;0;0;0
57505;23240;22.4;14.1;11.1;15.6;22.1;0;2;1;1;0;0;0;0;1
57506;20250;18.4;17.8;9;20.5;21;0;0;0;0;0;0;0;0;0
57507;23470;19.2;22.9;11.4;25.5;17;0;0;1;2;0;0;0;0;0
57508;20490;19.1;14.4;14.9;18;20.6;0;0;2;2;0;0;1;1;1
57509;23710;22.9;14.5;13.1;17.4;23;0;0;0;1;0;0;0;0;0
57510;27060;23.7;15.2;14.6;15.9;21.4;0;0;1;2;0;0;2;2;1
57511;27350;21.8;14.1;15.2;18.7;23.2;0;0;0;2;0;0;0;2;0
57512;28630;14.4;23.8;12;24.7;20.1;0;0;0;0;0;0;0;0;0
57513;25620;24.7;14.6;10.7;13.3;28.6;0;0;1;0;0;0;0;0;0
57514;25400;18.3;16.5;11.8;23;23.2;0;0;0;2;0;0;0;0;0
57515;23690;18.4;11.6;15.5;19.1;26.3;0;0;1;2;0;0;2;1;1
57516;24710;22.8;14.7;9.3;18.5;25.1;0;0;0;1;0;0;0;0;0
57517;24160;22;13.3;13;17.9;25.9;0;0;0;0;0;0;0;0;0
57518;21070;19.4;17.2;13.7;18;24.1;0;0;0;1;0;0;0;0;0
57519;26130;14.6;21.6;9.6;22.8;24;0;0;0;0;0;0;0;0;0
57520;N/A - r�sultat non disponible;15.1;10.3;20;17.4;27.4;0;0;0;0;0;0;0;0;0
57521;25780;20.1;17.2;11.2;19.4;23.9;1;0;1;2;0;0;0;0;0
57524;21420;13.2;23.2;16.2;17.8;23.3;0;0;0;0;0;0;0;0;0
57525;N/A - r�sultat non disponible;8.9;23.6;20;23.8;12.7;0;0;0;0;0;0;0;0;0
57526;25810;14.9;21;14.2;21.7;23.6;0;0;0;0;0;0;0;0;0
57527;25190;14.2;19.5;18;24.2;18.6;0;0;0;1;0;0;0;0;0
57528;21420;16.8;23.7;18.7;16.8;18.8;0;0;0;0;0;0;0;0;0
57529;27490;16.7;15.6;16.8;20.5;20.9;1;0;3;2;0;2;1;2;1
57530;22790;18.8;17.8;15;20.6;20.4;0;0;0;1;0;0;0;0;0
57531;25510;21.1;16.5;13;22.3;20.6;0;0;1;0;0;0;0;0;0
57532;22620;11;21.7;17.7;22.7;23.4;0;0;0;1;0;0;0;0;0
57533;29460;21.9;16.8;12.4;15.5;24.5;0;0;1;2;0;0;0;0;0
57534;29050;19.4;16.9;14.5;17.3;20.9;0;0;1;3;1;1;3;1;0
57535;22280;21.5;15.5;12.3;18.2;22.7;0;0;3;2;0;0;1;0;0
57536;23180;20.9;19.9;9.7;20.8;19.4;0;0;0;0;0;0;0;0;0
57537;19720;19.7;17.4;15.2;18.2;21;0;0;3;6;1;0;1;0;2
57538;23220;18.6;21;14.6;21.3;16.7;0;0;0;1;0;0;0;0;0
57539;N/A - r�sultat non disponible;17.3;15.2;6.6;21.8;21.8;0;0;0;0;0;0;0;0;0
57540;22200;16;18.1;16.5;18.4;21.8;4;2;5;5;3;2;8;9;2
57541;21170;19.5;15.9;13;18.1;24.4;0;0;1;1;0;0;0;0;0
57542;21500;10.1;25.1;13.9;24.6;21.6;0;0;0;1;0;0;0;0;0
57543;24970;20;15.4;15.2;18.6;22.2;0;0;1;2;0;0;2;0;0
57544;22020;17.6;16.7;14.4;20.5;23.6;0;0;0;1;0;0;0;0;0
57545;30800;26.9;12.4;14.1;13.5;22.8;0;0;0;2;0;0;0;1;0
57546;31300;19.9;15.9;12;18;25.1;0;0;0;2;0;0;0;0;0
57547;25780;17.8;19.6;13;22.3;22.6;0;0;0;1;0;0;0;0;0
57548;25290;19.5;22.8;11.7;25.2;16.7;0;0;0;0;0;0;0;0;0
57549;22670;21.1;15;14.9;18.1;23.6;0;0;0;1;0;0;0;0;0
57550;24170;21.2;15.4;12;17.7;23.3;0;2;1;1;0;0;2;2;0
57551;22230;24.2;16.7;15.7;18.7;21.2;0;0;0;1;0;0;0;0;0
57552;27160;19.4;18.7;11.4;23.4;15.4;0;0;0;0;0;0;0;0;0
57553;28060;21.6;16.5;12.2;17.1;22.1;0;0;0;1;0;0;0;0;0
57554;29550;17.4;19.8;13.8;21.5;22.8;0;0;0;1;0;0;0;0;0
57555;23680;13.5;20.7;10.9;20.7;24.3;0;0;0;0;0;0;0;0;0
57556;20610;22.5;13.8;13.4;17;22.7;3;1;2;2;1;0;7;4;2
57557;33970;10.9;18.7;17.9;22.5;25.5;0;0;1;1;0;0;0;0;0
57558;N/A - r�sultat non disponible;23.3;19.5;7.9;24.6;18.2;0;0;0;0;0;0;0;0;0
57559;25150;16.5;18.2;10.6;16.5;29.4;0;0;0;0;0;0;0;0;0
57560;19810;21.6;17.5;16.2;16.1;21.9;0;0;0;0;0;0;0;0;0
57561;23020;20.4;14.6;13.6;14.6;26.7;0;0;1;2;0;0;0;0;0
57562;24140;19.2;17.1;11.2;21;17;0;0;0;1;0;0;0;0;0
57563;24990;19.4;23.1;10.8;24.2;20;0;0;0;1;0;0;0;0;0
57564;19450;25.1;14.4;14.6;15.4;21.1;0;0;0;1;0;0;0;0;0
57565;31870;18.8;14.2;16.1;18.8;26;0;0;0;2;0;0;0;0;0
57566;23430;19.9;17.3;13.6;16.4;23.7;0;0;3;3;0;0;2;0;1
57567;22150;13.7;19.7;10.2;19.8;23.1;0;0;0;0;0;0;0;0;0
57568;23830;23.5;14.9;11.7;16.3;23.4;1;0;1;2;0;0;0;0;1
57569;24670;13.4;22.5;11.3;23.4;20;0;0;0;1;0;0;0;0;0
57570;23510;25;15.1;12.3;19;21.6;0;0;0;0;0;0;0;0;0
57571;23670;15.4;15;14.1;17.2;28.2;0;0;1;1;0;0;0;0;0
57572;24060;21.3;15.3;15.7;16.5;19.8;1;1;4;1;1;0;9;3;1
57573;21370;20.5;15.8;9.5;19.6;20.5;0;0;0;0;0;0;0;0;0
57574;41340;13.3;20.8;11.5;30.1;21.1;0;0;0;1;0;0;0;0;0
57575;26190;24.1;17.5;11.2;18.6;20.8;0;0;0;2;0;0;0;0;0
57576;26450;16.9;18.4;15.3;24.6;19.5;2;0;0;1;0;0;0;0;0
57577;22250;20;16.2;14.8;16.9;22.3;0;0;0;1;0;0;0;0;0
57578;25180;20.4;15.6;15.1;19;24.2;0;0;0;1;0;0;0;0;0
57579;23160;22.6;12.5;11.7;21.8;24.9;0;0;0;0;0;0;0;0;0
57580;18600;24.1;18.7;13.4;20.4;17.1;0;0;1;1;0;0;0;0;0
57581;19980;17.2;19.5;15;20.8;22;0;0;0;1;0;0;0;0;0
57582;24500;18.2;16.5;12.9;21.9;19.8;0;0;1;2;0;0;0;0;1
57583;23230;17.4;12.1;16.5;8.7;31.3;0;0;0;0;0;0;0;0;0
57584;23740;17.8;16.9;15.3;20.6;24.2;0;0;0;1;0;0;0;0;0
57586;28910;12.1;21.4;15.8;22.3;25.1;0;0;0;0;0;0;0;0;0
57587;21650;23;18.7;14.4;22.2;17.7;0;0;0;1;0;0;0;0;0
57588;37580;11.9;23.4;12.4;23.6;24.5;0;1;1;2;0;0;2;0;1
57589;24620;20.4;15.9;14.2;19;19.4;2;1;2;2;1;0;5;3;2
57590;23690;26.3;11.2;12.4;14.7;26.3;0;0;1;0;0;0;0;0;0
57591;19720;16.8;16.6;18;17.7;20.6;2;2;9;7;1;1;10;6;3
57592;22410;24.5;15;12;14.1;21.8;0;0;0;1;0;0;0;0;0
57593;23560;17.2;22.8;12.8;23.3;17.6;0;0;0;1;0;0;0;0;0
57594;N/A - r�sultat non disponible;21.3;13.2;11.2;8.2;33.7;0;0;0;0;0;0;0;0;0
57595;N/A - r�sultat non disponible;18.8;23.1;12.4;22.9;12.4;0;0;0;0;0;0;0;0;0
57596;20580;20.6;14.6;12;20.1;21.8;0;0;1;1;0;0;0;0;0
57597;19870;17.3;14.6;13.5;20.5;23.3;0;0;0;2;0;0;2;0;1
57598;21760;19.6;14.4;12.9;17.8;24.5;0;0;1;2;0;0;1;0;0
57599;23490;26.9;19.4;10.5;15.8;21.3;0;0;1;1;0;0;0;0;0
57600;35920;13.9;21.4;14.2;25.4;20.7;0;0;0;2;0;0;0;0;0
57601;27570;21.8;14.5;12;16.9;24.4;0;0;2;1;0;0;3;2;1
57602;29530;15.3;20.3;12.9;21.8;24.8;0;0;2;2;0;0;1;0;0
57603;31270;16.6;16.5;12.6;21.9;23.6;0;0;1;1;0;0;0;0;0
57604;28620;15.3;18.1;11.8;19.7;16.7;0;0;0;1;0;0;0;0;0
57605;24160;18.7;28.5;9.9;27.4;12.2;0;0;0;0;0;0;0;0;0
57606;20480;20.3;14.8;16.9;16.3;21.5;7;6;18;16;3;4;18;20;6
57607;29220;20.6;14.5;16.3;15.7;25.4;0;0;0;2;0;0;0;0;0
57609;22630;22;11.6;13.4;11.6;16.3;0;0;0;0;0;0;0;0;0
57610;26500;13.1;24.2;13.2;25.8;21.4;0;0;0;0;0;0;0;0;0
57611;21410;19.4;12.6;15.7;22.5;19.4;0;0;0;0;0;0;0;0;0
57612;23110;19.7;17.8;10.6;25.3;22.4;0;0;0;0;0;0;0;0;0
57613;22910;12.8;12.6;8;10.5;20;0;0;0;0;0;0;0;0;0
57614;23180;5.7;8.6;47.2;26.7;10;0;0;0;0;0;0;0;0;0
57615;21670;14.3;17.6;15.5;16.8;25;0;0;1;2;0;0;0;0;0
57616;27750;20.7;13.2;15.7;18.6;20.4;2;1;2;1;0;0;3;5;1
57617;25480;14.2;16.6;17;15;31.9;0;0;0;1;0;0;0;0;0
57618;22420;17.9;13.8;15.9;17.9;24;0;1;1;1;0;0;0;0;0
57619;23110;23;11.7;14.7;14.1;23;0;1;0;0;0;0;0;0;0
57620;23060;14.8;19.5;15.7;20.1;20.9;2;0;4;2;1;0;4;3;1
57621;21910;21.1;17.5;11;22.1;22.1;0;0;0;0;0;0;0;0;0
57622;24560;16.5;19.8;15.8;19.8;21.1;0;2;2;2;0;0;3;0;0
57623;21900;21.5;14.1;10;14.7;19.3;0;1;0;1;0;0;0;0;0
57624;28790;26.3;11.4;12.7;16.6;20.9;1;0;0;2;0;0;0;0;0
57625;22860;15.7;23.4;18.5;18.5;18.4;0;0;0;0;0;0;0;0;0
57626;26540;23.2;18.3;12.9;15.4;23.6;0;0;0;1;0;0;0;0;0
57627;25270;23;19.5;10.3;22.7;20.2;0;0;1;1;0;0;0;0;0
57628;20950;17.6;17.3;15.5;18.4;21;3;0;3;3;1;0;7;3;2
57629;21800;19.1;16.7;15.2;17.5;21.7;0;0;1;1;0;0;0;0;0
57630;19580;17.6;14.2;22.9;17.4;17.7;10;7;15;10;3;3;16;22;5
57631;19820;19.6;13.9;16.6;17.4;21.7;11;5;33;20;4;4;21;21;8
57633;24000;23.1;14.8;11;16.8;23.1;0;0;1;2;0;0;0;0;0
57634;30570;23.4;15.2;13.3;16.2;25.1;0;0;0;2;0;0;0;0;0
57635;23680;15.7;19.2;12.9;21.7;22;0;0;0;1;0;0;0;0;0
57636;25200;17.3;16.5;12.8;18.9;26.3;0;0;0;0;0;0;0;0;0
57637;22960;21.2;17.8;17;16.4;19.7;0;0;0;1;0;0;0;0;0
57638;23650;21.2;11.8;12.6;16.3;29;0;0;1;2;0;1;2;1;0
57639;21400;26.4;12.2;12.1;15;21.7;0;0;1;1;0;0;0;0;0
57640;26710;17.5;17.9;9.8;21.3;24.9;0;0;0;1;0;0;0;0;0
57641;25220;26.2;13.7;9.6;19;25.4;0;0;0;0;0;0;0;0;0
57642;27540;21.2;14.4;14.3;18.4;22.5;1;0;0;1;0;0;1;2;0
57643;26300;14;18.9;16.4;20.8;23.8;0;0;0;1;0;0;0;0;0
57644;23460;21.9;12.7;13.8;15.4;25.9;0;0;1;2;0;0;2;1;1
57645;25270;23.2;19.2;12.6;19.4;14.8;2;0;1;1;0;0;0;0;1
57647;21260;17.6;16.4;15.9;17.1;22.1;1;0;2;1;0;0;3;4;1
57648;24780;14.4;19.2;18.5;21.4;19.2;0;0;0;0;0;0;0;0;0
57649;27740;23.2;15.5;13.6;17.2;22.1;0;0;0;0;0;0;0;0;0
57650;26490;13.3;17.8;18.6;22.9;20.8;0;4;5;1;1;0;5;3;1
57651;22410;20.1;15.6;11.2;16.9;21.3;0;0;1;2;0;0;0;0;0
57652;26430;17.7;20;11.9;22.3;22.4;0;0;0;2;0;0;0;0;0
57653;N/A - r�sultat non disponible;23.5;11.8;8.8;29.4;14.7;0;0;0;0;0;0;0;0;0
57654;25760;24.3;13.9;13.7;17.3;25.6;0;0;0;1;0;0;0;0;0
